,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,15249 North 59th Avenue,,"Glendale, AZ 85306",finaid@t-bird.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/thunderbird-scholarships/,"Thunderbird has a rich history of providing the finest international business management education in the world. The quality of the Thunderbird experience is reflected in the fact that more than 35,500 of our graduates play leading roles at the best businesses in 141 different countries worldwide.(adsbygoogle = window.adsbygoogle || []).push({});Thunderbird evaluates all highly-qualified entering students for scholarships. All entering students are eligible and are evaluated during the admissions process. Selection is based on the documentation submitted with your application; there is no need to apply.If you are interested in learning more about the Thunderbird program and our scholarship opportunities, please visit our website.",Thunderbird Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-virtual-business-scholarship/,"The Virtual Business Scholarship is an annual scholarship available to business, marketing, and personal finance students currently enrolled in their junior or senior year of high school throughout the country. To be eligible for nomination by their teachers, students must exhibit excellence in business, marketing or personal finance classes and show interest and accomplishment in the use of technologies within these subjects. One national winner will be selected and awarded $2,000.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",The Virtual Business Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-thomas-r-pickering-foreign-affairs-fellowship-program/,"Funded by the U.S. Department of State and administered by The Washington Center for Internships and Academic Seminars, the prestigious Thomas R. Pickering Fellowship Program provides undergraduate and graduate students with financial support, mentoring and professional development to prepare them academically and professionally for a career in the U.S. Department of State Foreign Service. Women, members of minority groups historically underrepresented in the Foreign Service, and students with financial need are encouraged to apply.(adsbygoogle = window.adsbygoogle || []).push({});Program benefits:-Undergraduate candidates: Up to $37,500 annually for tuition, room and board, books, mandatory fees and some travel expenses for the senior year of undergraduate studies, and first year of a master's degree in fields related to the Foreign Service such as business administration, economics, public policy, international affairs, and other relevant fields-Graduate candidates: Up to $37,500 annually for tuition, room and board, books, mandatory fees and some travel expenses for a two-year master's degree in fields related to the Foreign Service such as business administration, economics, public policy, international affairs, and other relevant fields-Two summer internships, one at a domestic office of the Department of State in Washington, D.C. and one overseas at a U.S. embassy or consulate. The program provides stipends, transportation and housing for these internships-Orientation to the program and the Foreign Service at the Department of State-Mentoring from a Foreign Service Officer throughout the duration of the fellowship-Employment in the Department of State Foreign Service for those who successfully complete the program and Foreign Service entry requirementsUndergraduate eligibility:-Only individuals who are U.S. citizens-Applicants must be in the junior year of undergraduate study at a U.S. undergraduate institution.-Applicants must be expecting to receive their bachelor's degree in upcoming spring-Applicants must have a cumulative grade point average of 3.2 or higher  at the time of application and this grade point average must be maintained throughout participation in the program-Applicants must enroll in a two-year, full-time master's degree program, at U.S. based graduate institutions only, in an academic field relevant to the work of the Foreign Service (public policy, international affairs, public administration, business, economics, political science, sociology, or foreign languages) and be prepared to enter the Foreign Service-Applicants must be able to attend June orientation in Washington, D.C. if selected-Applicants must be available to fulfill the summer internship obligationsGraduate eligibility:-Only individuals who are U.S. citizens-Applicants must be seeking admission to a U.S. graduate school beginning in the upcoming fall-Applicants must have a cumulative grade point average of 3.2 or higher at the time of application and this grade point average must be maintained throughout participation in the program-Applicants must enroll in a two-year, full-time master's degree program, at U.S. based graduate institutions only, in an academic field relevant to the work of the Foreign Service (public policy, international affairs, public administration, business, economics, political science, sociology, or foreign languages) and be prepared to enter the Foreign Service-Applicants must be able to attend June orientation in Washington, D.C. if selected-Applicants must be available to fulfill the summer internship obligationsFor more information or to apply, please visit the scholarship provider's website.",The Thomas R. Pickering Foreign Affairs Fellowship Program
0,Mike Molino RV Learning Center,3930 University Dr,"Fairfax, VA 22030",info@rvda.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-mike-molino-rv-learning-centers-scholarship-program/,"The Mike Molino RV Learning Center's Scholarship Program encourages deserving college undergraduates majoring in business, finance, economics, accounting or other RV industry-related subjects to apply for the award. The program offers financial assistance to help foster the next generation of RV industry leaders. Therefore a factor for awarding the scholarship is an applicant’s background of RV industry employment or a desire to work in the RV business after completing post-secondary education. RVDA members are able to offer this opportunity to their team specifically because of their employment in the RV industry. Posters publicizing the scholarship are available through the RV Learning Center so dealers can display them in the workplace to alert employees to the opportunity. Dealer principals, their family and dependents, are not eligible.(adsbygoogle = window.adsbygoogle || []).push({});Qualified applicants:-Submit a completed application and fact sheet in its entirety-Have a 2.8 or better cumulative grade point average, and a 1050 minimum SAT score (1575 minimum on the 2400 point scale). A minimum ACT composite score of 22 is also acceptable-Are rising sophomores, juniors, or seniors in college-Provide a 500 word essay on their goals and objectives for attending college-Submit a copy of their Free Application for Federal Student Aid (FAFSA)-Demonstrate the ability and willingness to fund a portion of their educational expenses on their own-Attend an accredited four-year college or universityFor more information or to apply, please visit the scholarship provider's website.",The Mike Molino RV Learning Center's Scholarship Program
0,216 West Jackson Blvd.,Suite 700,"Chicago, IL 60606",jvsscholarship@jvschicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-jewish-federation-of-metropolitan-chicago-academic-scholarship/,"Educational scholarship funds from grants administered by the Jewish Federation of Metropolitan Chicago are available for Jewish college and graduate students. Approximately $500,000 is available each year for full-time students, predominantly those legally domiciled in the metropolitan Chicago area, who are identified as having promise for significant contributions in their chosen careers. Assistance is available primarily for those with financial need who are pursuing careers in the helping professions.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be Jewish-Must have been born and raised in Chicago metropolitan area, including Lake County, Indiana; or one continuous year of full-time employment in the Chicago metro area prior to enrollment-Intend to remain in the Chicago metropolitan area after completing school-Are entering an accredited graduate program in a helping profession on a full-time basis for the full academic year-Are entering your junior or senior years of an accredited bachelor's degree program in a helping profession on a full-time basis for the full academic year-Demonstrate financial need-Demonstrate career promise-Are available for an in-person interview between March 1 and April 20For more information or to apply, please visit the scholarship provider's website.",The Jewish Federation of Metropolitan Chicago Academic Scholarship
0,P.O. Box 68960,,"Indianapolis, IN 46268",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-ed-johnson-memorial-scholarship/,"Must be a high school senior or college student pursuing a four-year degree in agriculture, communication, education, business management, economics, international agriculture, finance, sales and marketing and science, engineering and related specialists except biochemistry, biological science, biotechnology and marine biology. Attendance at The Ohio State University and Ohio residency required. Must exhibit strong leadership skills, have participated in community service, have work experience in the field of agriculture and produce a statement of educational and career goals. One scholarship at $1,000, non-renewable. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Ed Johnson Memorial Scholarship
0,8260 Willow Oaks Corporate Drive,,"Fairx, VA 22031",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-earl-g-graves-scholarship/,"Eligibility:(adsbygoogle = window.adsbygoogle || []).push({});-Applicant must be a junior or senior business major enrolled in an accredited college or university in the United States; or a graduate student enrolled or accepted to a master's or doctoral program within a business school at an accredited college or university in the United States-Applicant must currently be in good academic standing and making satisfactory progress toward an undergraduate or graduate degree-Applicant must be a full-time student-Applicant must be in the top 20 percent of his/her class-Applicant need not demonstrate a financial needSubmission materials:-Three letters of recommendation (other than relatives): one personal reference, two academic references from the business school of the accredited college (academic letters must be on official letterhead)-Recent official college transcript-Evidence of full-time enrollment-One page essayFor more information or to apply, please visit the scholarship provider's website.",The Earl G. Graves Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-de-moya-foundation-vocational-technical-program-scholarship/,"The de Moya Foundation Vocational/Technical Program Scholarship scholarship is awarded to a student who wishes to attend a vocational/technical certificate program, has a documented disability, and needs financial/tutoring support to pursue his/her studies. Eligible fields of interest include construction, mechanical, technological and business-related. A minimum 2.5 GPA is also required. You must demonstrate financial need, be a Florida resident and be enrolled full-time in a Florida accredited school for the school year. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The de Moya Foundation Vocational/Technical Program Scholarship
0,5400 E Olympic Boulevard,Third Floor,"Los Angeles, CA 90022",dgarcia@TELACU.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/the-david-c-lizárraga-fellowship/,"Through The David C. Lizárraga Fellowship, TELACU recognizes graduate students who demonstrate the potential and commitment to advance TELACU's mission of building self-sufficient communities through economic empowerment.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be a first-generation college student, pursuing a master's degree in business administration or engineering (students pursuing other graduate degrees may also be considered at the Foundation's discretion); have a minimum 2.5 GPA, be enrolled in a graduate program full-time for the entire academic year; be a permanent resident of a community listed in the college success program guidelines. Students must also demonstrate financial need, outstanding leadership potential, a remarkable record of professional/extracurricular achievement, and a commitment to the development and economic empowerment of communities.For more information or to apply, please visit the scholarship provider's website.",The David C. Lizárraga Fellowship
0,"1140 19th Street, NW",Suite 500,"Washington, DC 20036",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/surety-and-fidelity-industry-intern-scholarship-program-for-minority-students/,"The Surety Industry Scholarship Program provides awards of up to $5,000 to outstanding minority students to support their studies in the areas of insurance/risk management, accounting, or business/finance and to encourage their consideration of the surety industry and surety underwriting as a career choice.  Applicants must have a declared insurance/risk management, accounting or business/finance major with an overall and major GPA of at least 3.0. They must also have satisfactorily completed at least 30 semester hours, equivalent college work including at least 6 semester hours in his/her declared major and be enrolled as a full-time undergraduate student (a minimum of 12 semester hours or equivalent) at an accredited four-year institution. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Surety & Fidelity Industry Intern-Scholarship Program for Minority Students
0,"UAS7 NY, Rm. 1508",871 United Nations Plaza,"New York, NY 10017",apply@uas7.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/study-and-internship-program-sip-in-germany-uas7/,"Internships typically last 5-6 months, but UAS7 research internships may run from 2-6 months, depending on the specifications of the project description. Recipients will receive a full tuition waiver for both semesters (enrollment is also required during the internship to maintain residency in Germany) and the benefits provided to exchange students at the host UAS. Successful SIP applicants are eligible for a UAS7 Travel Scholarship.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be full-time sophomores or juniors in good academic standing and currently enrolled in an undergraduate program at an accredited U.S. or Canadian college/university, in a field represented on UAS7 campuses.Competitive applicants will have a minimum 3.0 GPA, language skills commensurate with their proposed course of study and internship in Germany, strong support from academic and study abroad advisors, and a well-reasoned study plan and statement of motivation.For more information or to apply, please visit the scholarship provider's website.",Study & Internship Program (SIP) in Germany - UAS7
0,100 North Street,Suite 900,"Baton Rouge , LA 70802",scholarships@braf.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/stephen-w-cavanaugh-scholarship/,"The Stephen W. Cavanaugh Scholarship Fund was established in January of 2007 by Louisiana Workers' Compensation Corporation (LWCC) through the Baton Rouge Area Foundation to honor the memory of Stephen W. Cavanaugh. Mr. Cavanaugh served as the President and CEO of LWCC until his death on November 15, 2006. He was an extraordinary leader who made lasting contributions to the insurance industry in Louisiana. The purpose of the Fund is to provide scholarships to deserving Louisiana students who are or will be majoring in an insurance related field at a Louisiana university, college, or community college. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Stephen W. Cavanaugh Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/stephen-l-keller-scholarship/,"The Stephen L. Keller Scholarship was established to annually provide three non-renewable scholarships of $2,000 to outstanding undergraduate students from Eastern Kentucky majoring in a business-related field. The student must be attending an accredited four-year educational institution in Kentucky.(adsbygoogle = window.adsbygoogle || []).push({});",Stephen L. Keller Scholarship
0,55 Broad Street,14th Floor,"New York, NY 10004",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/sspi-scholarship-program/,"The SSPI Scholarship Program assists deserving students with meeting the high costs of undergraduate and post-graduate study in satellite-related disciplines. Through the generosity of Scholarship Sponsors, SSPI provides scholarships to high school seniors, undergraduate and graduate students from locations around the world.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be current high school seniors, college/university undergraduate students, or graduate students who are studying or intend to study satellite-related technologies, policies, or applications. Successful scholarship applications have been received from students pursuing studies in areas related to telecommunications, remote sensing, imaging, space law, business, distance learning, meteorology, energy, navigation, business, government, and broadcasting.Eligibility:-Commitment to pursue education and career opportunities in the satellite industry or a field making direct use of satellite technology-Academic and leadership achievement-Potential for significant contribution to the satellite communications industry-A scientific, engineering, research, business or creative submission meeting high standards-Must be matriculated or accepted in an accredited college or university program at the time of the scholarship issuanceFor more information or to apply, please visit the scholarship provider's website.",SSPI Scholarship Program
0,1065 Ave. of the Americas,13th Floor,"New York, NY 10018",asabatino@spencered.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/spencer-educational-foundation-risk-management-and-insurance-scholarships/,"Through many programs, we can give you an opportunity to strengthen your skills and knowledge in risk management, and develop a competitive advantage in your career. We award scholarships to full-time undergraduate and graduate students, pre-dissertation students, and professionals pursuing master's degrees part time. Undergraduate scholarships are valued at $5,000 while graduate scholarships are valued at $10,000.(adsbygoogle = window.adsbygoogle || []).push({});Undergraduate requirements:-Full-time student (12 hours or more per term) undergraduate junior/senior-Field of study - normally a major or minor in a risk-management discipline-Career objectives in risk management-GPA of 3.0 or higher-Relevant work experience-Leadership skills-Doctoral students should have had meaningful work experience-Applicants must be enrolled full-time at an accredited U.S. or Canadian college/universityGraduate requirements:-Full-time student (12 hours or more per term) undergraduate junior/senior-Field of study - normally a major or minor in a risk-management discipline-Career objectives in risk management-GPA of 3.0 or higher-Relevant work experience-Leadership skills-Doctoral students should have had meaningful work experienceThese scholarships are based on merit and do not discriminate based on gender, color or religion. For more information about our scholarship criteria, please visit the scholarship provider's website.",Spencer Educational Foundation Risk Management and Insurance Scholarships
0,P.O. Box 638,,"Pierre, SD 57501",donna@sdra.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/south-dakota-retailers-association-jerry-wheeler-scholarship-program/,"South Dakota Retailer Association's (SDRA) Jerry Wheeler Scholarship program is designed to encourage and support students studying for a career in retailing. To be eligible, the applicant must be enrolled in or planning to enroll in a retail-related course of study at a technical school, college or university, or other trade schools in the fall of the application year. Students must meet one of these requirements: have graduated from a South Dakota high school; or have earned a GED in South Dakota; or plan to attend post-secondary school in South Dakota. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",South Dakota Retailers Association Jerry Wheeler Scholarship Program
0,475 N. Martingale Road,Suite 600,"Schaumburg, IL 60173",ttatsumi@soa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/business-scholarships/society-of-actuaries-hickman-scholar-program/,"The Society of Actuaries James C. Hickman Scholar program was established to increase the number of academic actuaries who hold a PhD and an actuarial designation, and who intend to pursue academic careers in the United States or Canada. The program is designed to provide stipends to doctoral students who will, through their studies, address research and education needs of the profession, including both the theoretical and practical aspects.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Enrolled full-time, have recently been admitted or are currently applying to a qualifying doctoral program (e.g. bustiness, demography, economics, financial economics, insurance, mathematics, risk management, statistics) in the United States or Canada- Applicants may apply at the same time they are applying for a doctoral program; if selected these applicants will be awarded the stipend conditional upon enrollment in a qualifying doctoral program- Hold a Fellowship-level actuarial credential or are pursuing Associateship or Fellowship membership of an accrediting actuarial organization (i.e. CAS, CIA, FA, IA, IAA, SOA)- Applicants who are already Associate members (including those awarded the CERA designation) will be expected to pursue a Fellowship credential- Must have at least two actuarial exams passedFor more information or to apply, please visit the scholarship provider's website.",Society of Actuaries Hickman Scholar Program
