,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,343 Prebster Drive,,"Brownsburg, IN 46112",scholarships@silafoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/sila-post-secondary-college-scholarship/,"The SILA Foundation awards ten (10) $2,500 scholarships for use at an accredited post-secondary college or university. Students must be enrolled in one of the following disciplines: insurance studies, finance or accounting, business administration, marketing, or education. Applicants must be enrolled in a minimum of nine (9) credit hours at an accredited post-secondary school or be employed full-time and enrolled in a minimum of six (6) credit hours at an accredited post-secondary school. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SILA Post Secondary College Scholarship
0,1575 South Valley Vista Drive,,"Diamond Bar, CA 91765",SEMAeducation@sema.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/sema-memorial-scholarship-fund/,"The SEMA Memorial Scholarship Fund is dedicated to fostering the next generation of automotive aftermarket industry leaders and innovators. Scholarship awards range from $2,000-$3,000, with $5,000 going to the top student. Assistance is available for career paths in the automotive industry in accounting, engineering, race car driver/crew, administration(adsbygoogle = window.adsbygoogle || []).push({});information technology, sales/marketing, advertising, business, manufacturing, technician, design/graphics, photography/journalism, and transportation. A minimum 2.5 GPA is required as well. For more information or to apply, please visit the scholarship provider's website.",SEMA Memorial Scholarship Fund
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/scarlett-family-foundation-scholarship/,"Scarlett Family Foundation Scholarships are open to high school seniors and college freshmen, sophomores, and juniors who will graduate or have graduated from high school in one of the following Middle Tennessee counties: Bedford, Cannon, Cheatham, Clay, Coffee, Cumberland, Davidson, Dekalb, Dickson, Fentress, Franklin, Giles, Hickman, Houston, Humphreys, Jackson, Lawrence, Lewis, Lincoln, Macon, Marshall, Maury, Montgomery, Moore, Overton, Perry, Pickett, Putnam, Robertson, Rutherford, Smith, Stewart, Sumner, Trousdale, Van Buren, Warren, Wayne, White, Williamson and Wilson.(adsbygoogle = window.adsbygoogle || []).push({});Scarlett Family Foundation scholarships are open to middle Tennessee high school seniors, who will graduate or obtain a GED prior to June 1st and to college freshman, sophomores and juniors.Applicants must demonstrate financial need and must be planning to pursue a business degree at a four-year, not-for-profit college. Must have a minimum GPA of 2.5 and must be pursuing a business or STEM approved degree at a 4 year, non-profit college or university, with the intent to enroll full-time in the fall. For more information and to apply, please visit the scholarship provider's website.",Scarlett Family Foundation Scholarship
0,716 West Avenue,,"Austin, TX 78701",scholarships@ACFE.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/ritchie-jennings-memorial-scholarship/,"The scholarship provides an opportunity for students to advance their education and anti-fraud career paths. Many of these outstanding and deserving students go on to become Certified Fraud Examiners.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Undergraduates must be enrolled 9 semester hours (or equivalent) per term-Graduates must be enrolled 6 semester hours (or equivalent) per term-Be currently enrolled at an accredited, four-year college or university with enrollment throughout the academic year-Applicants must have a declared major or minor in accounting, business administration, finance or criminal justice and demonstrate a desire to pursue a career in fraud examination or similar anti-fraud profession-Past scholarship award recipients, high school students (including seniors), junior college or community college students, or college/university students graduating early are not eligibleFor more information or to apply, please visit the scholarship provider's website.",Ritchie-Jennings Memorial Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/pmi-phoenix-chapter-scholarship/,"To be eligible for the PMI Phoenix Chapter Scholarship, applicants must be enrolled in an accredited college or university pursuing a bachelor's, master's, or doctoral degree in project management or a related field and be a resident of Arizona. For more information and or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Phoenix Chapter Scholarship
0,3803 West Chester Pike,Suite 225,"Newtown Square, PA 19073",arigney@societyoffsp.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/paul-s-mills-scholarship/,"The Paul S. Mills Scholarship program offers scholarships to students pursuing an undergraduate education in a financial service related field. This may include finance, accounting, insurance or risk management, actuarial sciences, and related fields of business.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Be United States citizens or legal residents living in one of the 50 U.S. states, the District of Columbia or U.S. Territories- Be a full or part-time student enrolled or accepted into an undergraduate college or university program- Be pursuing a course of study in a financial service field- Demonstrate financial need by submitting the FAFSA Student Aid Report or similar documentation of financial needFor more information or to apply, please visit the scholarship provider's website.",Paul S. Mills Scholarship
0,National Society of Accountants Scholarship Program,"One Scholarship Way, P.O. Box 297","Saint Peter, MN 56082",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/nsa-scholarship-foundation-awards/,"The NSA Scholarship Foundation works to build career paths into and within the accounting profession. With its scholarship awards, the Foundation assists dedicated students who are committed to a career in accounting by providing financial assistance to support their education. With its educational grant program, the Foundation supports professional development and educational activities to expand the body of knowledge within today’s practitioner community.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be a citizen of the U.S. or Canada (permanent residents are not eligible, with the exception of legal residents of Arizona)-Be an undergraduate enrolled part or full-time at an accredited 2 or 4-year college/university in the U.S. (applicants from Arizona must have a minimum of 9 credit hours)-Major in accounting-Minimum 3.0 GPA-Students in a 2-year program can apply following their first semester or during their second year if transferring-Students in a 4-year program can apply for their sophomore, junior, or senior year",NSA Scholarship Foundation Awards
0,NJCU School of Business,2039 Kennedy Boulevard P-414,"Jersey City, NJ 07305",adalmau@njcu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/njcu-honors-program-in-finance-scholarship/,"The New Jersey City University Business Honors Program in Finance is a challenging program for highly-prepared incoming freshman who seek to pursue finance related careers. Selected recipients will receive four-year full-tuition scholarships, a free laptop computer, study abroad experiences, workplace internships, personalized advisement from expert faculty and priority registration. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",NJCU Honors Program in Finance Scholarship
0,P.O. Box 60052,,"Shoreline, WA 98160-0052",nmcarman@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/nellie-martin-carman-scholarship-fund/,"The Nellie Martin Carman Scholarship is available to graduating seniors from public high schools in King, Pierce, and Snohomish counties in Washington state. Application forms are only available through these high schools and candidates for the scholarship are nominated by their school each year. Scholarships are renewable for four years of college in the state of Washington. Music, sculpture, drawing, interior decorating or domestic science are not accepted as major subject courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Nellie Martin Carman Scholarship Fund
0,203 North La Salle Street,Suite 2700,"Chicago, IL 60601-1210",rkotchen@gfoa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/minorities-in-government-finance-scholarship/,"The Minorities in Government Finance Scholarship is available for award to an upper-division undergraduate or graduate(adsbygoogle = window.adsbygoogle || []).push({});student enrolled in a course of study preparing for a career in state and local government finance.Applicants must be a full or part-time upper-division undergraduate or graduate student in public administration, governmental accounting, finance, political science, economics or business administration and expecting to be enrolled in the spring semester (including spring graduates). You must be considered Black/African American, American Indian/Alaska Native, Asian, Native Hawaiian/Pacific Islander, or Hispanic/Latino to be eligible and must be a citizen or permanent resident of the United States or Canada. For more information or to apply, please visit the scholarship provider's website.",Minorities in Government Finance Scholarship
0,P.O. Box 417,,"Rocklin, CA 95677",cpca@wavecable.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/mel-c-marshall-student-scholarship/,"The Mel C. Marshall Student Scholarship was developed to encourage high school seniors or college students to enroll in careers related to the precast concrete industry and to provide opportunities for those students who receive financial support to liaise with CPCA. Scholarship applications are requested by October 31 for the academic year beginning the following fall, and by April 30 for the following spring semester. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Mel C. Marshall Student Scholarship
0,465 California Street,Suite 809,"San Francisco, CA 94104",scholarship@asianpacificfund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/matt-fong-asian-americans-in-public-finance-scholarship/,"The Matt Fong Asian Americans in Public Finance scholarship honors the memory of former California state treasurer, Matt Fong, for his dedication to public service, active involvement in state politics, and direct impact he had in opening up opportunities for Asian Americans in the public finance industry. Matt Fong's life embodied the mission of the Asian Americans in Public Finance organization. Applicants must be an incoming sophomore, junior or senior at a four-year college/university in the upcoming academic year and must be enrolled in a California college or university. Applicants must major in accounting, political science, public policy, business administration or related fields and be of Asian heritage (at least 50%), have a minimum 3.0 GPA and demonstrate financial need. Preference is given to those with record of community service or volunteer work. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Matt Fong Asian Americans in Public Finance Scholarship
0,1164 Bishop St.,Ste. 210,"Honolulu, HI 96813",scholarships@hpu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/lloyd-m-fujie-scholarship-for-accounting-major-students/,"Full-time, degree seeking, undergraduate freshman applicants are considered for academic merit scholarships at the time of admission based on academic abilities. Academic merit scholarships are applied towards tuition.(adsbygoogle = window.adsbygoogle || []).push({});The Lloyd M. Fujie Scholarship is awarded to incoming freshman who have graduated from a public high school in Hawai'i.Applicants must have a minimum high school GPA of 3.00 and a combined SAT score (critical reading, math, and writing) of approximately 1500 or a combined ACT score of approximately 21. Applicants must also intend to pursue a major in Accounting and demonstrate leadership through extracurricular activities, community involvement, or work experience. Awards are renewable up to three years. To determine your academic merit scholarship eligibility, please complete an application for undergraduate admission.For more information or to apply, please visit the scholarship provider's website.",Lloyd M. Fujie Scholarship for Accounting Major Students
0,2801 W. Bancroft St.,,"Toledo, OH 43606-3390",Terribeth.Gordon@utoledo.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/kinsey-determination-scholarship-for-the-college-of-business/,"This scholarship awarded to full-time undergraduate students in the College of Business and Innovation. To be eligible, students must be male with a single mother, living the majority of his life without the presence of a father or male guardian. The scholarship is based on financial need. A current aid year FAFSA must be on file. Personal achievement and strong principles are also considered when selecting a recipient.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Kinsey Determination Scholarship for the College of Business
0,1840 South 1300 East,,"Salt Lake City , UT 84105",finaid@westminstercollege.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/katherine-a-ellis-scholarship/,"The Katherine A. Ellis Scholarship awards female accounting students. Preference is given to single mothers who have financial need. Applicants must be enrolled full-time. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Katherine A. Ellis Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/jsu-alabama-power-scholarship/,"Established by the Alabama Power Foundation for deserving students enrolled in the College of Commerce and Business Administration. The JSU Alabama Alabama Power Scholarship is open to Alabama residents who plan to attend Jacksonville State University. Applicant must major in business related area.(adsbygoogle = window.adsbygoogle || []).push({});Applicant must be a full-time student demonstrating academic achievement enrolled in the college of commerce and business administration. Must be an Alabama resident.For full details and to apply, please visit the scholarship provider's website.",JSU Alabama Power Scholarship
0,247 Maitland Avenue,,"Altamonte Springs , FL 32701",scholarship@theiia.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/internal-auditor-magazine-scholarships/,"Internal Auditor Magazine, the world's leading publication covering the internal audit profession, is offering six (6) scholarships for undergraduate and graduate students who write the most informative and intuitive essays on internal audit subjects, as judged by The IIA's Publications Advisory Committee. Once the student winners are announced, we will publish the winning essay on our website. Student's must be currently enrolled as an undergraduate or graduate student in an internal auditing program or related field. Past award winners, employees defined as ""disqualified persons"", or relatives of the IIA's Publications Advisory Committee are not eligible to apply.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be currently enrolled in an undergraduate or graduate-level program in internal auditing or another related field as of January 1Essay topics and submission periods (questions downloaded from the scholarship provider's website):1 August-30 September:What is the Internet of Things, and what are the risks/opportunities it presents to organizations?1 October-30 November:How can internal auditors work with the second line of defense when conducting compliance risk assessments?1 December-31 January:How can internal auditors best communicate difficult findings/messages to their customers and stakeholders?For more information or to apply, please visit the scholarship provider's website.",Internal Auditor Magazine Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/indiana-cpa-society-education-foundation-scholarship/,"The Indiana CPA Society provides financial assistance to encourage accounting careers and promote financial activities for Indiana students. One such effort is the awarding of $50,000 in scholarships since 2002 to 57 students at independent campuses across the state through the Indiana CPA Educational Foundation.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility requirements:-The student must be a resident of Indiana-Attending an ICI member institution or Ball State University-Pursuing accounting studies and classes that will lead to a major in accounting or its equivalent, with a career interest in the accounting and finance field-Be a member of the Indiana CPA Society (student membership is free)-The student must be in good standing at his/her college/university and be entering their junior year of college after having completed four semesters of course work by the end of the current semesterFor more information or to apply, please visit the scholarship provider's website.",Indiana CPA Society education Foundation Scholarship
0,Attn: Scholarship Committee,"550 W. Jackson, Suite 900","Chicago, IL 60661-5716",scholarship@icpas.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/illinois-cpa-society-accounting-tuition-scholarship/,"The CPA Endowment Fund of Illinois, the Illinois CPA Society’s charitable partner, provides life-changing scholarships and training programs to deserving accounting students across the state. The Accounting Tuition scholarship is open to college seniors or graduate students. Applicants must be a U.S. citizen or legal resident and be an Illinois resident and be enrolled in an Illinois college or university. To qualify, you must have a cumulative GPA of 3.0/4.0 or equivalent and plan to sit for the CPA exam in Illinois within three years of the application date, and demonstrate progress in accounting courses as well as demonstrating achievement and financial need. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Illinois CPA Society Accounting Tuition Scholarship
0,3511 Shannon Road,Suite 160,"Durham, NC 27717",kfurtado@strategymeetsaction.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/iasa-insurance-industry-collegiate-scholarship-program/,"The IASA Scholarship provides scholarships to students preparing for a career in the insurance industry. College scholarships are awarded to individuals at a sophomore level or above who are enrolled in a college with an insurance program or who are preparing to pursue a career in insurance, and whose course of study is working toward a degree in insurance accounting, finance, information technology, actuarial science or risk management. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",IASA Insurance Industry Collegiate Scholarship Program
0,550 W. Jackson,Suite 900,"Chicago, IL 60661-5716",scholarship@icpas.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/herman-j-neal-scholarship/,"The Herman J. Neal scholarship supports African-American students in their pursuit of an accounting education and the CPA designation. These scholarships support students with their junior or senior year, or with the additional year, (30 semester hours) needed to sit for the CPA Exam which can include graduate studies. Scholarships cover the costs of tuition, fees, and can include up to $500 in expenses for books and required classroom materials. They do not cover costs of CPA Exam review courses. A minimum 3.0 GPA is required. Students must plan to sit for the CPA exam in Illinois within three years of the application date and demonstrate progress in accounting courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Herman J. Neal Scholarship
0,203 North La Salle Street,Suite 2700,"Chicago, IL 60611-1210",rkotchen@gfoa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/government-finance-professional-development-scholarship/,"The Government Finance Professional Development Scholarship is available for award to four students enrolled in part-time graduate study that are employees of a state or local government and are preparing to continue their career in state and local government finance. Applicants must be employed at least two years by one or more state or local governments and must be recommended by your employer. Must be a part-time student in a graduate program in public administration, (governmental) accounting, finance, economics, or business administration that prepares students for careers in state and local government finance and expecting to be enrolled in the spring semester (including spring graduates). For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Government Finance Professional Development Scholarship
0,203 North La Salle Street,Suite 2700,"Chicago, IL 60601-1210",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/goldberg-miller-public-finance-scholarship/,"The Goldberg-Miller Public Finance Scholarship, in honor of Daniel B. Goldberg is available for award to a full-time graduate student who is pursuing an advanced degree and is preparing for a career in state and local government finance. Applicants must be a full-time student in a graduate program that prepares students for careers in state and local government finance and expecting to be enrolled in the spring semester. Must also have a baccalaureate degree or its equivalent. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Goldberg-Miller Public Finance Scholarship
0,P.O. Box 26143,,"San Francisco, CA 94126",info@financialwomensf.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/fwsf-scholarship/,"The FWSF Scholarship Fund provides graduate and undergraduate scholarships to San Francisco Bay Area women pursuing careers in finance and financial services. Beyond financial support, FWSF scholarship recipients have the opportunity to be mentored by FWSF members and attend career development and networking events.(adsbygoogle = window.adsbygoogle || []).push({});Undergraduate scholarships are awarded to women who will be juniors or seniors in the Fall semester of the current year and Graduate scholarships are awarded to students who will be enrolled during the upcoming Summer semester or thereafter. This includes current students or future students who have been accepted into a graduate business program.Eligibility:-Be enrolled during the upcoming Summer semester or thereafter at an independently accredited Bay Area college or university-Be enrolled either at the main physical campus of a Bay Area college/university or? be enrolled and attending a school satellite campus located within 1 of the 9 Bay Area counties and taking at least 80% of classes at a satellite campus-Follow a course of study to attain a degree and pursue a career in finance or in the financial services industry-Maintain a minimum GPA of 3.4 or equivalentFor more information or to apply, please visit the scholarship provider's website.",FWSF Scholarship
0,P.O. Box 2788,,"Honolulu, HI 96803",sandyw@servco.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/fukunaga-scholarship-foundation/,"The Fukunaga Scholarship Foundation offers scholarships to Hawaii residents pursuing degrees in Business Administration, or other business-related fields, at any accredited four-year college or university.(adsbygoogle = window.adsbygoogle || []).push({});Four-year scholarships are awarded to students just entering college in increments of $4,000 annually. Assuming eligibility is maintained, a total of $16,000 will be awarded over four years. Students already enrolled in college will receive awards varying in amount and duration depending on individual circumstances. These awards will cover only the remainder of the student’s originally approved undergraduate program’s cost. Approximately 40-50 students will be attending various colleges and universities on our scholarships annually. We anticipate awarding approximately 10 new scholarships.For more information or to apply, please visit the scholarship provider's website.",Fukunaga Scholarship Foundation
