,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,7319 Hunters Run,,"Eden Prairie, MN 55346",info@midwestemmys.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/upper-midwest-emmy-chapter-foundation-scholarships/,"The NATAS-Upper Midwest Chapter/Foundation offers $2,500 student scholarship grants to be used for tuition & books. Scholarships are open to high school and college/university students living in the five-state area served by the Upper Midwest Chapter of the National Academy of Television Arts and Sciences. (Minnesota, North Dakota, South Dakota, Iowa & western Wisconsin).(adsbygoogle = window.adsbygoogle || []).push({});Applicants must submit a completed scholarship grant application form and a completed, relevant essay. College scholarships require an additional DVD of your best work. Time Limit: 15 minutes. You must submit a copy of your most recent high school/college transcript, a letter or letters of recommendation from relevant faculty or advisors and a 450-word essay to be considered. For more information or to apply, please visit the scholarship provider's website.",Upper Midwest Emmy Chapter/Foundation Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/uncf-carnival-corporate-scholars-program/,"The UNCF/Carnival Corporate Scholars Program, sponsored in partnership with Carnival Corporation, is seeking college sophomores with an interest in pursuing a career in the hospitality industry and whose experience in their first two years of college demonstrates leadership and strategic and analytical ability. Candidates will be selected to participate in a two-year scholarship and internship at various Carnival Corporation host sites for the summer.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Minority sophomore undergraduate student enrolled full-time at a U.S. located, accredited four-year institution or a transfer student from a community college that has been accepted into an accredited four-year college or university  -Community college students should select four-year under the enrollment status within the application- Minimum GPA of 2.75; minimum GPA of 3.0 required for renewal- U.S. citizen or a permanent resident- Majoring in hospitality management and/or administration, tourism, culinary arts, business, finance, communications, marketing or related fieldFor more information or to apply, please visit the scholarship provider's website.",UNCF/Carnival Corporate Scholars Program
0,30 Cobble Hill Road,,"Somerville, MA 02143",nedmafdn@comcast.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/the-nedma-foundation-direct-marketing-scholarship/,"The NEDMA Direct Marketing scholarship is for marketing, advertising, graphic design, or communications students who will have completed their sophomore or junior years by June, and who are seriously interested in direct marketing careers at a New England college/university.(adsbygoogle = window.adsbygoogle || []).push({});The program consists of three parts:1. An award of $3,000 to be applied to college tuition2. Attendance at the NEDMA Conference in May, with a chance to learn from industry professionals and network with key industry leaders3. A paid internship to explore career options during the summer in a New England firm that represents a segment of the direct marketing industry: agency, client, printer, mail house, list broker, cataloger, etc. This will be a once-in-a-lifetime opportunity for a student to take an active role in a direct marketing companyEssay questions:1. Why are you applying for this scholarship?2. What course(s) in your major have interested you the most and why?3. List your extracurricular activities and any honors you have received. Be sure to include responsibilities that demonstrate leadership, initiative, and creativity4. Please describe part-time or full-time employment or internship experiences you have had, especially those related to marketing, advertising, or journalism. Explain your responsibilities and accomplishments5. What is your special interest in the marketing/advertising/communications field?6. How do you believe winning this scholarship will affect your short and long-term goals?7. What does direct marketing mean to you?For more information on the scholarship program, you can download applications from the scholarship provider's website.",The NEDMA Foundation Direct Marketing Scholarship
0,600 Wilshire Blvd.,Suite 1520,"Los Angeles, CA 90017",tlfinfo@lagrant.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/the-lagrant-foundation-undergraduate-scholarships/,"LAGRANT Foundation Undergraduate Scholarship recipients will receive a trip to New York or San Francisco where they will participate in career building activities including a welcome dinner with a keynote speaker, two daylong career & professional development workshops and a scholarship and donor recognition reception. Applicants must be from a minority ethnic group, studying a field of study that has an emphasis on advertising, marketing or public relations. A minimum 3.0 GPA is required. The winner must also make a one-year commitment to maintain contact with TLF to receive professional guidance and academic support. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The LAGRANT Foundation Undergraduate Scholarships
0,Ohio Newspaper Association,1335 Dublin Rd Suite 216-B,"Columbus, OH 43215",ariggs@ohionews.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/the-harold-k-douthit-regional-scholarship/,"The Ohio Newspapers Foundation will award a scholarship to a student from northern Ohio who is currently enrolled and majoring in a field relevant to our industry, particularly journalism, advertising, marketing, or communications degree program at an Ohio college or university. The scholarship is named for Harold K. Douthit, founder of Douthit Communications, Inc., Sandusky, and a former president of The Ohio Newspaper Association.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must have graduated from a high school in Cuyahoga, Lorain, Huron, Erie, Wood, Geauga, Sandusky, Ottawa or Lucas county-Applicant must be enrolled as a sophomore, junior or senior at an Ohio college or university for the upcoming school year-A minimum grade point average of 3.0 (B) is required. The student's college transcript must accompany the application-Application form must be typed or printed legibly by the applicant. (The application form on the reverse side may be photocopied)-Students must demonstrate the ability to write clearly in an autobiography of 750 to 1,000 words describing academic and career interests, awards, extracurricular activities and any journalism-related activities. The essay should include reasons for financial assistance-Applications must be accompanied by two letters of recommendation from college or university faculty members familiar with the student's work and career interests, with special emphasis on the student's financial need-Students are encouraged to provide writing samples, articles, or other relevant work samples that have been published in print or digital formats (limit to two, please)For more information or to apply, please visit the scholarship provider's website.",The Harold K. Douthit Regional Scholarship
0,Attention: TFMJF Scholarsihp,4616 W. Sahara Ave. #150,"Las Vegas, NV 89102",FFYE@tfmjf.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/the-floyd-mayweather-jr-foundation-advancement-of-women-in-sports-and-entertainment-scholarship/,"The Floyd Mayweather Jr. Foundation Scholarship for the Advancement of Women in Sports & Entertainment is intended for eligible college and graduate school women who desire to work and contribute their efforts within the field. Due to the under-representation of this demographic in the industry, this scholarship fund has been established in order to aid women in furthering their education, encourage their valued participation in the profession, and benefit the profession as a whole.(adsbygoogle = window.adsbygoogle || []).push({});The scholarship is granted to four applicants annually who are matriculating full-time in their sophomore, junior, senior or first year of graduate school. A minimum GPA of 2.75 is required and applicants are required to be enrolled in one of the following majors in order to be eligible: Communication Studies, Marketing, Public Relations, Media Studies, or Journalism.In addition, applicants must meet each of the following criteria to maintain eligibility:-Must be a U.S. Citizen or Permanent Legal Resident of the United States-Full-time enrollment required at a four-year accredited university-Must be a Public Relations, Communication, Media Studies, Marketing or Journalism major with a desire to work in the entertainment or sports industry-Must be able to demonstrate financial need and provide proper documentation upon request-Must be a female residing in the United StatesFor more information or to apply, please visit the scholarship provider's website.",The Floyd Mayweather Jr. Foundation: Advancement of Women in Sports & Entertainment Scholarship
0,P.O. Box 68960,,"Indianapolis, IN 46268",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/the-ed-johnson-memorial-scholarship/,"Must be a high school senior or college student pursuing a four-year degree in agriculture, communication, education, business management, economics, international agriculture, finance, sales and marketing and science, engineering and related specialists except biochemistry, biological science, biotechnology and marine biology. Attendance at The Ohio State University and Ohio residency required. Must exhibit strong leadership skills, have participated in community service, have work experience in the field of agriculture and produce a statement of educational and career goals. One scholarship at $1,000, non-renewable. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Ed Johnson Memorial Scholarship
0,244 West 54th Street,Suite 800,"New York, NY 10019",lucin@wesupportcreativity.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/support-creativity-scholarship/,"Design something creative that illustrates your passion for your specific creative field. This can be done in absolutely any medium (drawing, painting, animation, digital media, film, etc.) Submit an essay that explains this piece of work. Also, make sure to express why you should receive this scholarship and any financial hardship that you may be going through. It can be as long as you want and as short as you dare. Students must be attending a college or graduate school in the New York Tri-State area in the fall and be majoring in any creative field to apply. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Support Creativity Scholarship
0,United Methodist Communications Ministry Team,PO Box 320,"Nashville, TN 37202-0320",scholarships@umcom.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/stoody-west-graduate-fellowship/,"The purpose of the fellowship is to enhance the recipient's professional competence and thereby help to perpetuate the standards exemplified by Ralph Stoody and Arthur West. Religious journalism is interpreted to include news writing for secular press, church press and for church institutions. The committee considers all news and journalism forms, including electronic and broadcast media, as well as print.(adsbygoogle = window.adsbygoogle || []).push({});Applicants are judged on Christian commitment and involvement in the United Methodist Church, academic achievement, experience in journalism, or evidence of journalistic talent, clarity of purpose, plans, and goals for the future as well as potential professional ability as a religious journalist",Stoody-West Graduate Fellowship
0,4745 Wheaton Drive #100,,"Fort Collins, CO 80521",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/stephen-j-roy-memorial-scholarship-fund/,"This scholarship provides assistance to students with financial need who have resided in, or have substantial ties to, Larimer County and have an interest in the study of law or our system of government, debate or other similar law-related educational activities. Students attending Windsor High School are eligible to apply. Requires an essay submission.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Stephen J. Roy Memorial Scholarship Fund
0,2000 W. University St,,"Siloam Springs, AR  72761",hhall@jbu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/soderquist-graduate-fellowship/,"The Soderquist Fellowship program offers talented individuals the opportunity of a full scholarship to pursue a master's degree while working for Soderquist Leadership. This model of applied academics brings students together with practitioners in a professional setting. Soderquist Leadership has partnered with John Brown University to offer the following degree programs:(adsbygoogle = window.adsbygoogle || []).push({});MBA: International BusinessMBA: Leadership & EthicsMS: Leadership & EthicsMS: Higher Education LeadershipMFA: Visual Communication DesignRecipients will receive a full scholarship to pursue a master's degree at John Brown University; as well as a monthly stipend of $1,550 as a Project Coordinator for Soderquist Leadership.For more information or to apply, please visit the scholarship provider's website.",Soderquist Graduate Fellowship
0,3190 SW 66th Ave,,"Portland, OR 97225",jennifer.chariarse@dot.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/sharon-d-banks-memorial-undergraduate-scholarship/,"This scholarship in the amount of $3,500 is awarded to women pursuing undergraduate studies in transportation or a related field and honors Sharon D. Banks, chief executive officer of AC Transit in Alameda-Contra Costa County, California during most of the 1990's. She led the agency in a pioneering effort to introduce cultural and organizational changes aimed at motivating the public transit workforce. She was a member of the WTS Advisory Board and received the WTS San Francisco Chapter Woman and Employer of the Year Awards.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Open to women-Must have a GPA of 3.0 or higher-Either graduated from an Oregon or southwest Washington high school or currently enrolled in a college in Oregon or southwest Washington-Currently enrolled in or accepted to an undergraduate or graduate degree program in a transportation-related field such as transportation engineering, planning, finance, communications, or logistics-Plans to pursue a career in a transportation-related field-Not previously awarded a WTS scholarshipFor more information or to apply, please visit the scholarship provider's website.",Sharon D. Banks Memorial Undergraduate Scholarship
0,2000 West Loop South Suite 300,,"Houston, TX 77027",mahscholarshipinfo@gmail.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/sandy-schenker-capell-scholarship/,"The Sandy Schenker Capell scholarship was created to honor Sandy and her commitment to mentoring and developing young talent. The scholarship will be awarded each year to a Houston area high school senior interested in a career in media. The ideal candidate will represent the qualities that Sandy exuded in her daily life. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Sandy Schenker Capell Scholarship
0,529 14th St. NW,Suite 1240,"Washington, DC 20045",karenh@rtdna.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/rtdnf-lee-thornton-scholarship/,"Lee Thornton was the first African-American woman to cover the White House for a major news network (CBS) and the first African-American host of All Things Considered on National Public Radio.Students from the University of Maryland and Howard University will be given preference. The recipient of the Lee Thornton Scholarship will receive $2,000 and an invitation to the Excellence in Journalism conference. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",RTDNF Lee Thornton Scholarship
0,"1101 New York Avenue, NW",Suite 1200,"Washington, DC 20005",scholarships@nrf.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/ray-greenly-scholarship/,"The Ray Greenly Scholarship is open to sophomore, junior and senior undergraduates and graduate students enrolled full-time at any accredited U.S. college or university (regardless of NRF member status). Applicants do not have to be in a retail program or major to apply but should demonstrate how their chosen major or graduate program is relevant to digital retail. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Ray Greenly Scholarship
0,P.O. Box 158,,"Hicksville, NY 11802",info@prpli.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/public-relations-professionals-of-long-island-scholarship-program/,"The Public Relations Professionals of Long Island Scholarship Program (PRPLI) is open to full-time college juniors, seniors and post-graduate students at four-year colleges/universities, and full-time sophomores attending community colleges whose career objective is to work in the area of public relations, communications and/or marketing. Applicant's permanent residence must be on Long Island (applicant may attend college on Long Island or elsewhere, but applicant's primary residence must be located in Nassau or Suffolk county); have a minimum 3.0 GPA, and have had an internship in a public relations/communications capacity. For more information about this award, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Public Relations Professionals of Long Island Scholarship Program
0,"School of Communication Mary Graydon Center, Room 328",4400 Massachusetts Avenue NW,"Washington, DC 20016-8080",gradcomm@american.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/public-diplomacy-council-fellowship/,"The Public Diplomacy Council is a nonprofit organization committed to fostering greater public recognition of public diplomacy in the conduct of foreign affairs. PDC serves as a resource and advocate for the teaching, training, and development of public diplomacy as an academic discipline, while promoting the importance of the academic study, professional practice, and responsible advocacy of public diplomacy. Its members, composed of Foreign Service and public diplomacy professionals, active and retired, as well as academics dedicated to public diplomacy scholarship, believe that understanding, informing, and influencing foreign publics and dialogue between Americans and United States’ institutions and their counterparts abroad are vital to the national interest and core elements of 21st century American diplomacy. The SOC/PDC fellow will promote PDC's core mission, support ongoing activities, and develop individual learning and research objectives relating to public diplomacy that are consistent with and enhance his/her academic program at American University School of Communication.(adsbygoogle = window.adsbygoogle || []).push({});Ideally, the Public Diplomacy Council is looking for a graduate fellow who would combine the following:-An appreciation for the field of public diplomacy and desire to learn more-Experience or interest in conference event planning, policy writing and research project development-Superior oral presentation skills and network building abilities-Background in website management-US citizenship or permanent resident status required.Recipient must be enrolled as a full-time student in the corresponding master's program.",Public Diplomacy Council Fellowship
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/pmi-tulsa-chapter-scholarship/,"PMI Tulsa Chapter Scholarship offers awards to applicants who are enrolled in or applying for an accredited two-year associate's degree or four-year bachelor's degree program. Applicants will be reviewed with the following order of priority: a member of the PMI Tulsa Chapter or an immediate family member (including spouse, children, step-children and grandchildren but not cousins, aunts, or uncles) attending or planning to attend any two- or four-year accredited college or university; a resident of Northeastern Oklahoma attending or planning to attend any two- or four-year accredited college or university; an individual attending or planning to attend a two- or four-year accredited degree program at a college or university in Northeastern Oklahoma; or an any individual attending or planning to attend any two- or four-year accredited college or university in Oklahoma. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Tulsa Chapter Scholarship
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/pmi-silver-spring-chapter-scholarship/,"The PMI Silver Spring Chapter is offered to two applicants enrolled in or applying for an accredited academic degree program in project management or a related field benefitting from project management. First priority is given to anyone attending the following colleges or universities in the National Capital Area: Trinity Washington University; a resident in the National Capital Area attending any accredited college or university anywhere; and anyone attending any accredited college or university in the National Capital Area. Second priority is given to a resident in the National Capital Area attending any accredited college or university anywhere; or anyone attending any accredited college or university in the National Capital Area. The National Capital Area includes: Washington, D.C.; Maryland: Howard County, Montgomery County and Prince George's County; Virginia: Alexandria, Arlington County, Fairfax County, Loudoun County, and Prince William County. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Silver Spring Chapter Scholarship
0,14 Campus Blvd.,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/pmi-robert-j-yourzak-scholarship-award/,"The PMI Educational Foundation Scholarship Program is pleased that you are interested in pursuing a career in project management. The Foundation has established a tuition scholarship program to assist qualified students in obtaining degrees from accredited academic institutions of higher learning in the field of project management. Scholarships are sponsored by PMI, PMI Components, corporations, and universities. In honor of the numerous contributions made by Robert J. Yourzak to the PMI Minnesota Chapter, to PMI, and to the project management profession the PMI Minnesota Chapter established the Robert J. Yourzak Scholarship Award. This scholarship is open to any student enrolled in a degree-granting program of higher education in the field of project management or other related field. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Robert J. Yourzak Scholarship Award
0,14 Campus Boulevard,,"Newtown Square, PA 19073",pmief@pmi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/communications-scholarships/pmi-ray-piper-global-project-management-education-scholarship/,"The Ray Piper Global Project Management Education Scholarship awards students enrolled in or applying for an accredited undergraduate academic degree program in project management or a related field of study at any college or university anywhere in the world. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",PMI Ray Piper Global Project Management Education Scholarship
