,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,355 Lexington Avenue,15th Floor,"New York, NY 10017-6603",info@nywici.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/judy-corman-memorial-scholarship-and-internship-from-scholastic/,"The Judy Corman Memorial Scholarship is awarded to a student interested in public relations who would be able to fulfill a paid summer internship at the company's New York City headquarters. An applicant must be majoring or (for high school seniors) declaring a major in a communications-related field, including but not limited to advertising, broadcasting, communications, English, film, journalism, marketing, new media, or public relations. Applicants must have an overall GPA of 3.2 or better. Finalists will be required to attend an in-person interview in New York City on a date in February to be determined by the Scholarship Committee. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Judy Corman Memorial Scholarship and Internship from Scholastic
0,JSU Student Financial Aid Office,700 Pelham Road-North,"Jacksonville, AL 36265-1602",scholarships@jsu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/jsu-alabama-randy-owen-scholarship/,"The JSU Alabama Randy Owen Scholarship is approximately $1,000 and is offered to English majors who are Alabama residents with a minimum 3.5 overall GPA and 3.5 GPA in English.(adsbygoogle = window.adsbygoogle || []).push({});For more information about this award, please visit our website.",JSU Alabama Randy Owen Scholarship
0,JSU Student Financial Aid Office,700 Pelham Road-North,"Jacksonville, AL 36265-1602",scholarships@jsu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/jsu-alabama-opal-r-and-opal-a-lovett-scholarships/,"This scholarship was established by Mr. Opal R. and Ms. Opal A. Lovett for a deserving student majoring in history, English or art who has achieved sophomore or above status with a minimum 2.5 GPA. Mr. Lovett was the university's photographer prior to his retirement. Ms. Lovett taught in the English department prior to her retirement.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",JSU Alabama Opal R. & Opal A. Lovett Scholarships
0,3901 Centerville Road,,"Wilmington, DE 19807",awards@isi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isi-richard-m-weaver-fellowship/,"ISI's Graduate Fellowship Program is characterized by the observation of Richard M. Weaver that ""a liberal education specifically prepares for the achievement of freedom."" After more than fifty years, the ISI graduate fellows program boasts some of the most distinguished figures in the academy and public life. Each year ISI grants Richard M. Weaver Fellowships to students who intend to use their advanced degree to teach. The fellowship seeks to uphold the idea of academic excellence and the role of education in producing persons capable of making reasoned choices in favor of liberty.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicants must be U.S. citizens who will be enrolled in a full-time graduate program for the upcoming academic year-Applicants must be members of the Intercollegiate Studies Institute Those attending pre-professional (medical, law, divinity, business, etc.) programs are ineligibleApplicants must write an original, 1,250-2,500-word essay responding to one of the following questions:1. ""What is the relationship between liberal education and a free society?""2. ""What is the significance of the American Founding in the evolution of the free society?""For more information or to apply, please visit the scholarship provider's website.",ISI Richard M. Weaver Fellowship
0,3901 Centerville Road,,"Wilmington, DE 19807",awards@isi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isi-henry-salvatori-fellowship/,"The ISI Salvatori Fellowship seeks to further an understanding and appreciation of the principles held by the American Founding Fathers and the culture that formed their values and views.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Members of the Intercollegiate Studies Institute-Engaged in graduate studies for the purpose of teaching at the collegiate level-U.S. citizens enrolled full-time in a graduate program-Pre-professional students (medical, law, divinity, business, etc.) are not eligibleApplicants must submit an original, 1,250-2,500 word essay responding to one of the following questions:1. ""What is the relationship between liberal education and a free society?""2. ""What is the significance of the American Founding in the evolution of the free society?""For more information or to apply, please visit the scholarship provider's website.",ISI Henry Salvatori Fellowship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isf-srvic-scholarship/,"ISF offers many joint and sponsored scholarships with partner organizations, masjids, student/alumni associations and private sponsors that share its mission and vision. SF supports Islamic organizations and mosques by planning and managing joint scholarships. ISF is honored to host the ISF-SRVIC scholarship of the San Ramon Valley Islamic Center (SRVIC). The ISF-SRVIC Scholarship program is only open to members and individuals affiliated with this center.(adsbygoogle = window.adsbygoogle || []).push({});Each Eligible Applicant Must Be:-An active member of the SRVIC-Attending an accredited university in the U.S.-Majoring in an ISF supported field of study-Maintaining a minimum 3.0 Grade Point Average-A Citizen or Permanent Resident of the U.S.-An undergraduate (sophomore/junior/senior) or of graduate standingFor more information or to apply, please visit the scholarship provider's website.",ISF-SRVIC Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isf-msa-west-scholarship/,"ISF offers many joint scholarships to Muslim Student/University Alumni groups that share its common mission and vision. ISF is honored to work with the MSA-West to host the ISF-MSA West Scholarship.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be attending an accredited MSA West member university in the U.S. and attended the MSA West Conference-Majoring in an ISF supported field of study-Maintaining a minimum 3.0 GPA-A citizen or permanent resident of the U.S.-An undergraduate (sophomore/junior/senior) or of graduate standing including Ph.D.For more information or to apply, please visit the scholarship provider's website.",ISF-MSA West Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isf-mcc-scholarship/,"ISF supports Islamic organizations and mosques by planning and managing joint scholarships. ISF is honored to host the ISF-MCC Scholarship of the Muslim Community Center East Bay, MCC. The ISF-MCC Scholarship program is only open to members and individuals affiliated with the MCC.(adsbygoogle = window.adsbygoogle || []).push({});Each Eligible Applicant Must Be:-An active member of the MCC-Attending an accredited university in the U.S.-Majoring in an ISF supported field of study-Maintaining a minimum 3.0 Grade Point Average-A Citizen or Permanent Resident of the U.S.-An undergraduate (sophomore/junior/senior) or of graduate standingFor more information or to apply, please visit the scholarship provider's website.",ISF-MCC Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isf-mca-scholarship/,"ISF supports Islamic organizations and mosques by planning and managing joint scholarships. ISF is honored to host the ISF-MCA Scholarship of the Muslim Community Association of the Bay Area, MCA. The ISF-MCA Scholarship program is only open to members and individuals affiliated with the MCA.(adsbygoogle = window.adsbygoogle || []).push({});Each eligible applicant must be:-Active member of the MCA-Attending an accredited university in the U.S.-Majoring in an ISF supported field of study-Maintaining a minimum 3.0 GPA-Citizen of permanent resident of the U.S.-An undergraduate (sophomore/junior/senior) or graduate studentFor more information or to apply, please visit the scholarship provider's website.",ISF-MCA Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isf-national-scholarships/,"The Islamic Scholarship Fund (ISF) is a non-profit 501(c)(3) entity founded in 2009 whose mission is to address the under-representation of American Muslims in the fields and occupations that influence public opinion and make public policy. Our belief is that fostering education and improving Muslim representation in all walks of life including media and politics will lead to full integration and better understanding of Islam and Muslims.(adsbygoogle = window.adsbygoogle || []).push({});ISF National Scholarships are open to all students who meet the following criteria:-Muslim or active member of the Muslim community-Enrollment at an accredited university in the U.S. by August-Majoring in an ISF supported major-U.S. citizen or permanent resident-Current undergraduate (sophomore/junior/senior) or graduate student (including PhD students)To stay focused on our mission, we do not support health, economics, environment, agriculture, food, psychology, engineering, education, or business related majors. For example, we don't support Public Policy with a focus on Health, Law, or Business.For more information or to apply, please visit the scholarship provider's website.",ISF National Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/isc-iioc-scholarship/,"ISF supports Islamic organizations and mosques by planning and managing joint scholarships. ISF is honored to host the ISF-IIOC scholarship of the Islamic Institute of Orange County (IIOC).(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Active member of the IIOC-Attending an accredited university in the U.S.-Majoring in an ISF-supported field of study-Maintaining a minimum 3.0 GPA-A citizen or permanent resident of the U.S.-An undergraduate (sophomore/junior/senior) or of graduate standing, including Ph.D.For more information or to apply, please visit the scholarship provider's website.",ISC-IIOC Scholarship
0,355 Lexington Avenue,15th Floor,"New York, NY 10017",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/interpublic-group-scholarship-and-internship/,"The New York Women in Communications Foundation, in conjunction with New York Women in Communications, awards the Interpublic Group (IPG) Scholarship and Internship annually based on academic excellence, need and involvement in the field of communications.(adsbygoogle = window.adsbygoogle || []).push({});Each is awarded to an ethnically diverse student who is currently a college junior and has a demonstrated interest in a career in advertising or public relations. Candidates must be able to fulfill a paid internship during the summer prior to the academic year the scholarship is awarded.Eligibility:-U.S. citizens or permanent residents who live in NY, NJ, CT, or PA-College undergraduate and graduate students who are permanent residents of one of these states-Be majoring, planning to declare a major, or pursuing an advanced degree in advertising or public relations-Have an overall GPA of 3.2 or better (or the recalculated high school equivalent)For more information or to apply, please visit the scholarship provider's website.",Interpublic Group Scholarship and Internship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/ifc-uc-irvine-msu/,"ISF offers many joint scholarships to Muslim Student/University Alumni groups that share its common mission and vision. ISF is honored to work with the UC Irvine Muslim Alumni Association to host the ISF-UCI Muslim Alumni Scholarship to enable UCI students to achieve their goals in higher education. The program aims to seek to reciprocally reward active leaders in the Muslim Ummah, who have the most impact in improving the lives of their Muslim brothers and sisters. This award is for students who play a prominent role in their community through their activism and leadership, developing visionary ideas for the future of their community. ISF encourages its scholarship recipients to fulfill a volunteer service obligation through relevant internship programs within one year of receiving a scholarship.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Muslim and active member of the Muslim community-Attending UC Irvine-Majoring in an ISF supported field of study-Maintaining a minimum 3.0 GPA-A citizen or permanent resident of the U.S.-An undergraduate (sophomore/junior/senior) or of graduate standing, including Ph.D.For more information or to apply, please visit the scholarship provider's website.",IFC-UC Irvine MSU
0,1140 Broadway,Suite 1507,"New York , NY 10001",mccloy.mwa@gmail.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/helen-mccloy-mystery-writers-of-america-scholarship/,"The Helen McCloy/MWA Scholarship for Mystery Writing seeks to nurture talent in mystery writing - in fiction, nonfiction, playwriting, and screenwriting. The scholarship is open to U.S. citizens or permanent residents only. Membership in Mystery Writers of America is not required to apply. The McCloy Scholarship is intended for serious aspiring mystery writers who wish to improve their writing skills. Applicants must select a specific writing class/workshop/seminar to which scholarship funds would be applied.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Helen McCloy Mystery Writers of America Scholarship
0,185 Oakes St SW,,"Grand Rapids, MI 49503",rbishop@grfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/grcf-rosemary-cook-education-scholarship/,"Grand Rapids Community Foundation awards hundreds of scholarships annually primarily to Kent County students bound for or in college, or those pursuing a technical career.(adsbygoogle = window.adsbygoogle || []).push({});To be eligible for the Rosemary Cook Education Scholarship, students must be Kent County residents and a graduate of a Grand Rapids Public High School pursuing an undergraduate degree in Education full-time at any accredited Michigan public or private college/university. Applicants must have financial need and a minimum 2.75 GPA.For more information or to apply, please visit the scholarship provider's website.",GRCF Rosemary Cook Education Scholarship
0,Grand Rapids Community Foundation,185 Oakes SW,"Grand Rapids, MI 49503",rbishop@grfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/grcf-ladies-literary-club-scholarship/,"Grand Rapids Community Foundation awards hundreds of scholarships annually primarily to Kent County students bound for or in college, or those pursuing a technical career.(adsbygoogle = window.adsbygoogle || []).push({});To be eligible for the Ladies Literary Club Scholarship, students must be a resident of Kent, Ottawa, Muskegon, Allegan, Montcalm or Barry counties in Michigan majoring in literary arts at any accredited Michigan college or university. Applicants must also have financial need and a minimum 3.0 GPA.For more information or to apply, please visit the scholarship provider's website.",GRCF Ladies Literary Club Scholarship
0,13210 Prairie Circle East,,"Bonney Lake, WA 98391",dpwa@hotmail.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/daughters-of-the-pioneers-of-washington-scholarship/,"The State Association of the Daughters of Pioneers of Washington grants two (2) $1,500 scholarships annually. In order to qualify for this scholarship, you must be: a descendant of a person establishing residence in one of the following states: Washington State during or prior to 1870, Oregon State during or prior to 1853, Idaho State during or prior to 1863, Montana State - west of the crest of the Rocky Mountains-during or prior to 1863; a resident of Washington State; a full-time student in an accredited college or university in Washington State; and a college junior, senior or graduate student. Preference will be given to students majoring in history, education or English. For further information and how to apply, please visit the provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Daughters of the Pioneers of Washington Scholarship
0,432 Western Avenue,,"Albany, NY 12203-1490",finaid@strose.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/college-of-saint-rose-academic-scholarships/,"The College of Saint Rose scholarships are awarded upon acceptance to Saint Rose and are renewable each year for four years or eight semesters, as long as the student remains in good academic standing. The rigor of a student's high school/college program is considered in determining scholarship eligibility. Award amounts vary on academic and test scores. Available scholarships include Trustees Scholarship, Presidential Scholarship, Provost Scholarship, Saint Rose Award. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",College of Saint Rose Academic Scholarships
0,2440 South El Camino Real,Suite 300,"Mountain View, CA 94040",scholarships@siliconvalletcf.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/bobette-bibo-gugliotta-memorial-scholarship-for-creative-writing/,"This scholarship was created in 1995 to honor the late Bobette Bibo Gugliotta, author of several books, including Katzimo: Mysterious Mesa; Pigboat 39, about a World War II submarine; and Women of Mexico: The Consecrated and the Commoners, 1519-1900. In 1930, when she was 11 years old, Mrs. Gugliotta wrote a story about a mouse who later became Mickey. Mrs. Gugliotta married U.S. Navy Ensign Guy F. Gugliotta in 1940. They lived in several cities in the United States and Latin America before retiring to the Peninsula in 1962. Her family and friends remember her as wife, mother, hostess and one who was ""never bored, never tired, always curious.""(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Demonstrates passion for creative writing (two writing samples are required with student's application)-Currently a graduating senior or graduate of a public or private high school in San Mateo County or Santa Clara County-Planning to enroll or currently enrolled in a four-year college or university as a full-time student-United States citizen or eligible non-citizen (eligible non-citizens include legal U.S. residents and AB 540 students)For more information or to apply, please visit the scholarship provider's website.",Bobette Bibo Gugliotta Memorial Scholarship for Creative Writing
0,1250 24th St. NW,Suite 500,"Washington, DC 20037",info@allwomeninmedia.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/awmf-and-loreen-arbus-foundation-focus-on-disability-scholarship/,"The AWM Foundation's partnership with the Loreen Arbus Foundation focuses on the achievements and contributions of citizens with disabilities. This journalist scholarship program consists of one $2,500 scholarship, made payable directly to the winning student's educational institute. The winning applicant must also be able to attend AWMF's Gracies Awards Luncheon in June in New York City to receive the scholarship.(adsbygoogle = window.adsbygoogle || []).push({});The scholarship is open to female undergraduate and graduate students studying media, journalism, English, communications and related fields. Applicants must submit a 750-1,000 word essay on a suggested topic.For more information or to apply, please visit the scholarship provider's website.",AWMF & Loreen Arbus Foundation Focus on Disability Scholarship
0,Augustana College-Admissions Office,2001 South Summit Avenue,"Sioux Falls, SD 57197",admission@augie.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/augustana-college-fryxell-scholarship/,"Dr. Lucy Fryxell established the Don Fryxell Scholarship in memory of her husband. She desired that the scholarship be awarded to young scholars who wish to study the humanities. As English professors, the Fryxells had a special affinity for literature and the pursuit of an elegant and excellent use of the English language. Therefore, special consideration is given to candidates with an interest in studying English and/or journalism. This scholarship is open to incoming freshmen and is renewable.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Augustana College Fryxell Scholarship
0,1200 New York Ave. NW,Room 639,"Washington, DC 20005",mmfellowship@aaas.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/aaas-minority-science-writers-internship/,"This program places minority students interested in journalism as a career and who want to learn about science writing at Science Magazine for 10 weeks over the summer. Interns experience what it's like to cover the scientific and technological issues that shape our global community.(adsbygoogle = window.adsbygoogle || []).push({});The internship is open to any minority undergraduate with a serious interest in science writing. Preference will be given to those students pursuing a degree in journalism. You must be enrolled in an academic program at the time you submit your application.Submission materials:-Resume, including any honors, awards, and relevant activities (file name: ""your last name_resume"")Unofficial transcripts of your undergraduate course work (file name: ""your last name_transcript"")Two writing samples. At least one should be about a news event that took place after October 15. (file name: ""your last name_writing sample#1"")-Application Essay: In less than 800 words, tell us about yourself and why you are interested in this internship including:1. Your commitment to journalism;2. Your thoughts about science and science writing;3. Your career goals;4. What you hope to get out of this opportunity.5. Include any classes, experiences, affiliations, etc. that you think will make you an ideal candidate for this internship.For more information or to apply, please visit the scholarship provider's website.",AAAS Minority Science Writers Internship
0,8415 Datapoint Drive,Suite 400,"San Antonio, TX 78229",info@adelantefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/english-scholarships/¡adelante-fund-gilbert-g-pompa-memorial-scholarship/,"The ¡Adelante! U.S. Education Leadership Fund is a leadership development, non-profit organization dedicated to Hispanic college students. Our Mission is to inspire the best and brightest Latino students to graduate and lead through scholarships, internships, and leadership training. All majors are welcome to apply for this scholarship, but students must be pursuing a pre-law program and/or planning to attend law school. Applicants must be enrolled at an accredited university or public/private college in the state of Texas and have completed 90 credit hours before the fall semester. All majors are eligible but students must be pursuing a pre-law program and/or planning to attend law school. Applicants must have and maintain a 2.75 GPA or above and must be a U.S. Citizen or permanent resident. Preference will be given to female students of Hispanic descent. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",¡Adelante! Fund Gilbert G. Pompa Memorial Scholarship
