,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/united-health-foundation-scholarship/,"The American Indian College Fund Full Circle Scholarship Program scholarships are awarded to students attending non-tribal colleges.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for Full Circle scholarships include:-U.S. citizenship-Enrolled full-time in an accredited public or private (non-profit) college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the United Health Foundation Scholarship:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 3.0 GPA-Be enrolled at, Arizona State University, Northern Arizona University, San Juan College-Farmington, the University of Arizona, the University of New Mexico-Albuquerque, or Western New Mexico University-Majoring in a health or health-related field-Interest in serving communities in need-Have financial needFor more information or to apply, please visit the scholarship provider's website.",United Health Foundation Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/united-advisory-scholarship-commission-scholarship-elbert-curtiss-and-margaret-nienstedt-fisher/,"When Margaret Fisher passed away in New York in 1965, she left instructions in her will that a scholarship fund was to be created in the name of her parents. Margaret's mother, Margaret Nienstedt Fisher, was the daughter of Saginaw ""pioneers"" and her father was a Mechanical Engineer and a member of the Board of Education for the Saginaw Public School District. This scholarship is to assist graduating students from any public school in Saginaw in their pursuit of a degree in science or engineering, or a Liberal Arts Degree.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Graduating senior from a Saginaw Public School- Female pursuing a liberal arts degree, or a male pursuing a science/engineering degree- Pursuing a liberal arts degree- Must reside in the Saginaw Public School District- Full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.",United Advisory Scholarship Commission Scholarship - Elbert Curtiss and Margaret Nienstedt Fisher
0,1112 N.E. 21st Avenue,Suite 4,"Portland, OR 97232-2114",itc1@teleport.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/truman-d-picard-scholarship/,"The Truman D. Picard Scholarship is dedicated to the support of Native American students pursuing higher education in natural resources.(adsbygoogle = window.adsbygoogle || []).push({});Submission materials:-Letter of application-Resume-3 letters of recommendation-Evidence of validated enrollment in a federally recognized tribe or Alaska Native Corporation, as established by the U.S. government (i.e. a photocopy of an enrollment card, front and back, or Certificate of Indian Blood) (CIB)-Transcripts (high school students must provide proof of acceptance, college student must provide proof of declared major)For more information and to apply, please visit the scholarship provider's website.",Truman D. Picard Scholarship
0,c/o Pace University Academy for Applied Environmental Studies,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/theodore-gordon-flyfishers-inc-founders-fund-scholarship/,"This merit scholarship is offered annually in the name of the TGF founders, to a single recipient who has demonstrated excellence and outstanding dedication in a field of study that falls within an environmental field of a school or department. It was the hope of the founders, as it is the hope of the current membership of Theodore Gordon Flyfishers, that the recipient will use this scholarship to assist his or her studies, and after graduation seek employment in the tri-state region in either the public or private sector furthering the cause of environmental protection and riparian habitat conservation for the benefit of all. This scholarship is available to undergraduate juniors who will be seniors and first or second year graduate students. The eligible applicant's major shall be in an area of environmental studies such as, but not limited to, ecology, hydrology, conservation biology, natural resource management, zoology or environmental law and policy. Based on a 4.0 scale, the applicant shall demonstrate merit with a current 3.5 GPA in the environmental concentration courses and an overall minimum 3.0 GPA. The scholarship is open to U.S. citizens only. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});","Theodore Gordon Flyfishers, Inc. Founders Fund Scholarship"
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-tzo-nah-fund-scholarship/,"Native American/Alaska Native undergraduate students attending tribal colleges and universities are eligible to apply for both the American Indian College Fund Full Circle Scholarship Program and the American Indian College Fund TCU Scholarship Program.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for both scholarships include:-U.S. citizenship-Enrollment in an accredited tribal college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the The Tzo'-Nah Fund Scholarship:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 2.0 GPA-Freshmen or sophomores attending Blackfeet Community College and juniors or seniors attending Salish Kootenai College-Preference for students majoring in environmental science programs-Also majors in science, technology, engineering or mathFor more information or to apply, please visit the scholarship provider's website.",The Tzo'-Nah Fund Scholarship
0,One Trinity Place,,"San Antonio, TX 78212",creyes1@trinity.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-robert-noyce-scholarship/,"The Robert Noyce Scholarship program, authorized under the National Science Foundation Authorization Act, seeks to encourage talented science, technology, engineering, and mathematics (STEM) majors to become elementary, middle, and high school teachers by offering tuition scholarships of $15,000 per year for up to two years. The scholarship will be awarded annually to qualified Trinity seniors and post-baccalaureate candidates in their Master of Arts in Teaching (M.A.T.) year. Noyce Scholars will join Trinity University's teacher preparation program and complete the M.A.T. before entering the teaching profession. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Robert Noyce Scholarship
0,Attn: Scholarship Committee,"1000 Fifth Ave., Suite 350","Huntington, WV 25701",info@afb.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-paul-and-ellen-ruckes-scholarship/,"The American Foundation for the Blind removes barriers, creates solutions, and expands possibilities so people with vision loss can achieve their full potential.(adsbygoogle = window.adsbygoogle || []).push({});All applicants must be U.S. citizens or naturalized citizens. All applications must include the following items, without exception:-Completed online application including all sections of the essay-Official transcripts-Two letters of recommendation-Proof of legal blindnessThe Paul and Ellen Ruckes Scholarship provides scholarships to a full-time undergraduate or graduate student in the field of engineering or in computer, physical, or life sciences.For more information or to apply, please visit the scholarship provider's website.",The Paul and Ellen Ruckes Scholarship
0,P.O. Box 380,,"East Boothbay, ME 04544",vyoung@bigelow.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-maureen-d-keller-undergraduate-scholarship/,"Each year, Bigelow Laboratory for Ocean Sciences awards The Maureen D. Keller Undergraduate Scholarship to a promising Maine student who intends to pursue a bachelor's degree in the biological or earth sciences. Students eligible to receive the Keller Scholarship must be a legal resident of the state of Maine, a high school senior or college freshman at the time of application; be enrolled in a college/university program for the academic year following the award; intend to major in the biological or earth sciences and have a minimum 3.0 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Maureen D. Keller Undergraduate Scholarship
0,216 West Jackson Blvd.,Suite 700,"Chicago, IL 60606",jvsscholarship@jvschicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-jewish-federation-of-metropolitan-chicago-academic-scholarship/,"Educational scholarship funds from grants administered by the Jewish Federation of Metropolitan Chicago are available for Jewish college and graduate students. Approximately $500,000 is available each year for full-time students, predominantly those legally domiciled in the metropolitan Chicago area, who are identified as having promise for significant contributions in their chosen careers. Assistance is available primarily for those with financial need who are pursuing careers in the helping professions.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be Jewish-Must have been born and raised in Chicago metropolitan area, including Lake County, Indiana; or one continuous year of full-time employment in the Chicago metro area prior to enrollment-Intend to remain in the Chicago metropolitan area after completing school-Are entering an accredited graduate program in a helping profession on a full-time basis for the full academic year-Are entering your junior or senior years of an accredited bachelor's degree program in a helping profession on a full-time basis for the full academic year-Demonstrate financial need-Demonstrate career promise-Are available for an in-person interview between March 1 and April 20For more information or to apply, please visit the scholarship provider's website.",The Jewish Federation of Metropolitan Chicago Academic Scholarship
0,1411 W. 190th Street,Suite 700,"Gardena , CA 90248",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-hispanic-scholarship-fund-college-scholarships/,"HSF/ General College Scholarships are designed to assist students of Hispanic heritage in obtaining a college degree. Scholarships are available on a competitive basis to graduating high school seniors, community college transfer students, undergraduate students and graduate students. Applicants must be of Hispanic heritage and have a minimum of 3.0 GPA for high school students. A minimum of 2.5 GPA for college and graduate students. Plan to enroll full-time in an accredited not-for-profit, four-year university or graduate school during the fall of the scholarship cycle year. U.S. Citizen, permanent legal resident, DACA or eligible non-citizen. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Hispanic Scholarship Fund College Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-fulbright-program/,"The Fulbright Program operates in more than 155 countries worldwide and has provided approximately 310,000 participants with the opportunity to study, teach, or conduct research in each others' countries and exchange ideas. Fulbright eligibility requirements vary by program and country of citizenship. For specific contact information, eligibility requirements and limits on the number of awards by country, please see the participating countries page.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",The Fulbright Program
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/the-edison-international-stem-scholarship/,"This scholarship is for students who major in Science, Technology, Engineering, and Mathematics fields (STEM). Applicants must submit a summary of their research interest and professional goal along with a description of their participation in faculty-mentored undergraduate research, or participation in STEM programs (CAMP, Edison Scholars, MESA, NSF). May be renewable based on available funding.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be majoring in science, technology, engineering, or mathematics (STEM)-Preference given to Orange County community college transfers-Fall semester first-time freshman who can demonstrate superior participation in high school STEM programs may be consideredFor more information or to apply, please visit the scholarship provider's website.",The Edison International STEM Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/texas-instruments-scholarship/,"The REC Foundation and Texas Instruments are pleased to partner in offering two (2) $5,000 non-renewable scholarships to two (2) high school seniors intent on pursuing a degree related to science, technology, engineering, or mathematics in college. The award will be presented at the VEX Robotics Competition in April. However, the student does not need to be present to win.(adsbygoogle = window.adsbygoogle || []).push({});Students must submit an essay, up to but no more than 500-words, discussing their participation in the aforementioned program(s), their interest in robotics or engineering, and how TI products benefitted their project/design.For more information or to apply, please visit the scholarship provider's website.",Texas Instruments Scholarship
0,"UAS7 NY, Rm. 1508",871 United Nations Plaza,"New York, NY 10017",apply@uas7.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/study-and-internship-program-sip-in-germany-uas7/,"Internships typically last 5-6 months, but UAS7 research internships may run from 2-6 months, depending on the specifications of the project description. Recipients will receive a full tuition waiver for both semesters (enrollment is also required during the internship to maintain residency in Germany) and the benefits provided to exchange students at the host UAS. Successful SIP applicants are eligible for a UAS7 Travel Scholarship.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be full-time sophomores or juniors in good academic standing and currently enrolled in an undergraduate program at an accredited U.S. or Canadian college/university, in a field represented on UAS7 campuses.Competitive applicants will have a minimum 3.0 GPA, language skills commensurate with their proposed course of study and internship in Germany, strong support from academic and study abroad advisors, and a well-reasoned study plan and statement of motivation.For more information or to apply, please visit the scholarship provider's website.",Study & Internship Program (SIP) in Germany - UAS7
0,5454 Venice Avenue NE,Suite D,"Albuquerque, NM 87113",nativeamerican.scholarship@soudermiller.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/sma-native-american-stem-scholarship/,"This scholarship may be used for tuition, fees, books or on-campus housing/meals. Automatic approval for up to a maximum of four academic years is at the discretion of the Scholarship Committee. In order to be eligible for consideration under this award program, the scholarship applicant must be an enrolled member of a Pueblo or Tribe, a high school graduate by June who has been accepted by an accredited U.S. college or university or a college STEM student already enrolled at an accredited college or university and must have a minimum 3.0 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SMA Native American STEM Scholarship
0,P.O. Box 3000,,"Boulder, CO 80307-3000",soars@ucar.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/significant-opportunities-in-atmospheric-research-and-science-soars-program/,"SOARS encourages applications from individuals who are members of a group that is historically under-represented in the atmospheric and related sciences, including students who are Black or African American, American Indian or Alaska Native, and Hispanic or Latino, female, first-generation college students, and students with disabilities. SOARS welcomes lesbian, gay, bisexual, and transgender students; students who have experienced, and worked to overcome, educational or economic disadvantage and/or have personal or family circumstances that may complicate their continued progress in research careers.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Have completed the equivalent of two years of college-Have at least one semester of college remaining after the initial summer program-Have a cumulative 3.0 GPA or higher-Have a major in atmospheric science or a related field such as the geosciences, biology, chemistry, computer science, earth science, engineering, environmental science, mathematics, meteorology, oceanography, physics or social science-Plan to pursue a career in atmospheric or a related science-Have U.S.-citizen or permanent-resident status-Be comfortable with all internship requirementsFor more information or to apply, please visit the scholarship provider's website.",Significant Opportunities in Atmospheric Research and Science SOARS Program
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/scarlett-family-foundation-scholarship/,"Scarlett Family Foundation Scholarships are open to high school seniors and college freshmen, sophomores, and juniors who will graduate or have graduated from high school in one of the following Middle Tennessee counties: Bedford, Cannon, Cheatham, Clay, Coffee, Cumberland, Davidson, Dekalb, Dickson, Fentress, Franklin, Giles, Hickman, Houston, Humphreys, Jackson, Lawrence, Lewis, Lincoln, Macon, Marshall, Maury, Montgomery, Moore, Overton, Perry, Pickett, Putnam, Robertson, Rutherford, Smith, Stewart, Sumner, Trousdale, Van Buren, Warren, Wayne, White, Williamson and Wilson.(adsbygoogle = window.adsbygoogle || []).push({});Scarlett Family Foundation scholarships are open to middle Tennessee high school seniors, who will graduate or obtain a GED prior to June 1st and to college freshman, sophomores and juniors.Applicants must demonstrate financial need and must be planning to pursue a business degree at a four-year, not-for-profit college. Must have a minimum GPA of 2.5 and must be pursuing a business or STEM approved degree at a 4 year, non-profit college or university, with the intent to enroll full-time in the fall. For more information and to apply, please visit the scholarship provider's website.",Scarlett Family Foundation Scholarship
0,P.O. Box 3228,212 Carnegie Center,"Princeton, NJ 08543",sapa_scholarship@yahoo.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/sapa-scholarship-and-excellence-in-education-program/,"The SAPA Scholarship and Excellence in Education Program (the ""SAPA Scholarship"") was established by the Sino-American Pharmaceutical Professionals Association (SAPA) in 1999. SAPA is a nonprofit tax-exempt professional organization headquartered in the tri-state (NJ-NY-CT) area and has become a major pharmaceutical professional organization with more than 4000 members and five Chapters in the U.S. and China. The primary purpose of SAPA Scholarship is to recognize and support educational excellence achieved by outstanding high school students, and to encourage the finest high school graduates to develop careers in life sciences.(adsbygoogle = window.adsbygoogle || []).push({});SAPA will award undergraduate scholarships to selected candidates, known as SAPA Scholars, for use during their college freshman year. The awards will be made on the basis of merits to those who have outstanding potential and intend to pursue careers in life sciences. The Scholarship is merit-based and open to national competition. Applicants for the SAPA Scholarship must include in their application materials a statement of interest in pursuing a career related to life sciences.To be considered for nomination as a SAPA Scholar, a student must:-Be a high school senior who is planning to attend a full-time undergraduate program at an accredited four-year college/university with a major related to life sciences-Have a minimum GPA of 3.3 and a minimum SAT score of 2000 or ACT score of 30-Be a United States citizen, or a legal resident alien (please submit a photocopy of the Alien Registration Card)For more information or to apply, please visit the scholarship provider's website.",SAPA Scholarship & Excellence in Education Program
0,RMBL Admissions,P.O. Box 519,"Crested Butte, CO 81224",info@rmbl.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/rocky-mountain-biological-lab-reu-awards/,"This summer, approximately 10 students will be accepted with REU Awards. Students receiving an REU award may participate in either full-time independent research or independent research/course, as described above. Students accepted through the Research Experience for Undergraduates (REU) program receive a stipend, free room, board and travel. REU awards are restricted to students who are not only citizens or permanent residents of the United States, but also have not graduated from college before the dates of the program. Minorities underrepresented in the biological sciences are strongly encouraged to apply.(adsbygoogle = window.adsbygoogle || []).push({});For more information, go to the Rocky Mountain Bio Lab website.",Rocky Mountain Biological Lab REU Awards
0,1012 14th Street NW,Suite 1200,"Washington , DC 20005",scholarships@studentveterans.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/rockwell-collins-sva-stem-scholarship/,"While a postsecondary degree or credential has become indispensable for entry into professional careers and the middle class, the cost of college continues to increase. Student Veterans of America is proud to partner with Rockwell Collins to award three $2,500 scholarships to student veterans that are interested in pursuing a STEM degree path. This scholarship will not only build a diverse talent pool of candidates that can meet the emerging workforce demands of Rockwell Collins, but it will also ensure that student veterans can achieve their goal of earning a college education. SVA thanks Rockwell Collins for their support and partnership.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be pursuing a degree from an accredited two-year or four-year institution of higher learning, located in the United States. Must be enrolled for the upcoming academic year and be enrolled in a STEM course of study. Proof of military service (DD214) is required, as is proof of enrollment in an accredited US institution of higher learning (transcript).For more information or to apply, please visit the scholarship provider's website.",Rockwell Collins SVA STEM Scholarship
0,300 Seward Street,P.O. Box 248,"Ripon, WI 54971-0248",financialaid@ripon.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/ripon-college-knop-science-scholars-program/,"The Knop Science Scholarship is a prestigious four-year, full tuition scholarship based on the next academic year's tuition figures. The Ripon College Knop Science Scholars Board convenes each year at the beginning of the second semester. The mission of the board is to identify high-achieving students who show the potential to contribute greatly to the science and mathematics departments at Ripon College as well as those who will benefit the most from special scholarly opportunities.(adsbygoogle = window.adsbygoogle || []).push({});The first step to being a qualified candidate for the Knop Scholarship is to attend one of our Pickard Scholarship Day competitions in February. The second step is to submit an essay of 750 words or fewer describing your background, experiences, interests and/or career goals in an area of the sciences or mathematics.For more information or to apply, please visit the scholarship provider's website.",Ripon College Knop Science Scholars Program
0,2217 Earth-Engineering Sciences Building,,"University Park, PA 16802",spacegrant@psu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/biology-scholarships/psgc-undergraduate-scholarship/,"The Pennsylvania Space Grant Consortium invites students to apply for the PSGC Undergraduate Scholarship for the upcoming academic year. The PSGC Undergraduate Scholarship is awarded to full-time students attending an accredited Pennsylvania college or university with outstanding academic records who will be juniors or seniors in the fall. Students must be U.S. citizens, enrolled in science, engineering, or mathematics and likely to pursue a career in an area of interest to NASA with demonstrated potential for graduate study.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",PSGC Undergraduate Scholarship
