,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,1411 W. 190th Street,Suite 700,"Gardena , CA 90248",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/the-hispanic-scholarship-fund-college-scholarships/,"HSF/ General College Scholarships are designed to assist students of Hispanic heritage in obtaining a college degree. Scholarships are available on a competitive basis to graduating high school seniors, community college transfer students, undergraduate students and graduate students. Applicants must be of Hispanic heritage and have a minimum of 3.0 GPA for high school students. A minimum of 2.5 GPA for college and graduate students. Plan to enroll full-time in an accredited not-for-profit, four-year university or graduate school during the fall of the scholarship cycle year. U.S. Citizen, permanent legal resident, DACA or eligible non-citizen. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Hispanic Scholarship Fund College Scholarships
0,301 Sparkman Drive,MSB 205,"Huntsville, AL 35899",spacegrant@uah.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/teacher-education-scholarship-program-of-the-alabama-space-grant-consortium/,"The Alabama Space Grant Consortium (ASGC), a member of the NASA National Space Grant College and Fellowship Program, supports undergraduate scholarships and graduate fellowships for students studying in an aerospace-related discipline at participating universities and who have at least a 3.0 GPA.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Teacher Education Scholarship Program of the Alabama Space Grant Consortium
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/teach-grant/,"The TEACH Grant Program provides grants to students who are completing or plan to complete course work needed to begin a career in teaching.(adsbygoogle = window.adsbygoogle || []).push({});To receive a TEACH Grant, you must:-Meet the basic eligibility criteria for the federal student aid programs-Complete the Free Application for Federal Student Aid (FAFSA)-Be enrolled as an undergraduate, post-baccalaureate, or graduate student at a school that participates in the TEACH Grant Program-Meet certain academic achievement requirements (generally, scoring above the 75th percentile on one or more portions of a college admissions test or maintaining a cumulative GPA of at least 3.25). For specific information about the academic requirements, talk to the financial aid office at your college or career school-Receive TEACH Grant counseling that explains the terms and conditions of the TEACH Grant service obligation. You must complete counseling each year that you receive a TEACH Grant-Sign a TEACH Grant Agreement to ServeAs a condition for receiving a TEACH Grant, you must sign a TEACH Grant Agreement to Serve in which you agree to (among other requirements) teach in a high-need field, at an elementary school, secondary school, or educational service agency that serves students from low-income families for at least four complete academic years within eight years after completing (or ceasing enrollment in) the course of study for which you received the grant.For more information or to apply, please visit the scholarship provider's website.",TEACH Grant
0,2625 Alcatraz Avenue,PMB 356,"Berkeley, CA 94705",g.oconnell@berkeley.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/swe-golden-gate-section-scholarship/,"The Golden Gate Section of the Society of Women Engineers (SWE) is pleased to announce its High School Scholarship Program. Each year our Section awards scholarships to graduating local high school seniors who are pursuing a degree in engineering, computer science, physical science, or mathematics.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be females attending school within the boundaries of the Golden Gate Section (includes San Francisco, Marin, Napa, Sonoma, San Mateo counties and parts of Contra Costa and Alameda counties). See website for eligible zip codes. For more information or to apply, please visit the scholarship provider's website.",SWE Golden Gate Section Scholarship
0,475 N. Martingale Road,Suite 600,"Schaumburg, IL 60173",ttatsumi@soa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/society-of-actuaries-hickman-scholar-program/,"The Society of Actuaries James C. Hickman Scholar program was established to increase the number of academic actuaries who hold a PhD and an actuarial designation, and who intend to pursue academic careers in the United States or Canada. The program is designed to provide stipends to doctoral students who will, through their studies, address research and education needs of the profession, including both the theoretical and practical aspects.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Enrolled full-time, have recently been admitted or are currently applying to a qualifying doctoral program (e.g. bustiness, demography, economics, financial economics, insurance, mathematics, risk management, statistics) in the United States or Canada- Applicants may apply at the same time they are applying for a doctoral program; if selected these applicants will be awarded the stipend conditional upon enrollment in a qualifying doctoral program- Hold a Fellowship-level actuarial credential or are pursuing Associateship or Fellowship membership of an accrediting actuarial organization (i.e. CAS, CIA, FA, IA, IAA, SOA)- Applicants who are already Associate members (including those awarded the CERA designation) will be expected to pursue a Fellowship credential- Must have at least two actuarial exams passedFor more information or to apply, please visit the scholarship provider's website.",Society of Actuaries Hickman Scholar Program
0,P.O. Box 3000,,"Boulder, CO 80307-3000",soars@ucar.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/significant-opportunities-in-atmospheric-research-and-science-soars-program/,"SOARS encourages applications from individuals who are members of a group that is historically under-represented in the atmospheric and related sciences, including students who are Black or African American, American Indian or Alaska Native, and Hispanic or Latino, female, first-generation college students, and students with disabilities. SOARS welcomes lesbian, gay, bisexual, and transgender students; students who have experienced, and worked to overcome, educational or economic disadvantage and/or have personal or family circumstances that may complicate their continued progress in research careers.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Have completed the equivalent of two years of college-Have at least one semester of college remaining after the initial summer program-Have a cumulative 3.0 GPA or higher-Have a major in atmospheric science or a related field such as the geosciences, biology, chemistry, computer science, earth science, engineering, environmental science, mathematics, meteorology, oceanography, physics or social science-Plan to pursue a career in atmospheric or a related science-Have U.S.-citizen or permanent-resident status-Be comfortable with all internship requirementsFor more information or to apply, please visit the scholarship provider's website.",Significant Opportunities in Atmospheric Research and Science SOARS Program
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/shpe-professional-scholarship/,"SHPE will provide $2,000 to applicants who are employed full-time in the U.S. or Puerto Rico in a technical career field and enrolled at least half-time (6 hours) in a science, technology, engineering, or math (STEM) degree program and maintain a 3.0 GPA throughout the academic year. Applicant must be pursuing a first master's or doctoral degree. Applicant must be a paid SHPE member in good standing both at the time of application and throughout the academic year. The scholarship will be awarded on the basis of academic standing and financial need. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SHPE Professional Scholarship
0,8801 South Yale,Suite 500,"Tulsa, OK 74137",scholarships@seg.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/seg-scholarships/,"Through the generosity of our donors, there are approximately 75 different scholarships. Half are unrestricted scholarships; the rest have specific donor intentions that include consideration for major/minor, university, career intention, involvement in student activities, year of study, or particular research field. Applicants must be either attending high school and planning to enter college next fall or be current undergraduate or graduate college students whose grades are above average. Students must intend to pursue a college curriculum directed toward a career in applied geophysics. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SEG Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/scarlett-family-foundation-scholarship/,"Scarlett Family Foundation Scholarships are open to high school seniors and college freshmen, sophomores, and juniors who will graduate or have graduated from high school in one of the following Middle Tennessee counties: Bedford, Cannon, Cheatham, Clay, Coffee, Cumberland, Davidson, Dekalb, Dickson, Fentress, Franklin, Giles, Hickman, Houston, Humphreys, Jackson, Lawrence, Lewis, Lincoln, Macon, Marshall, Maury, Montgomery, Moore, Overton, Perry, Pickett, Putnam, Robertson, Rutherford, Smith, Stewart, Sumner, Trousdale, Van Buren, Warren, Wayne, White, Williamson and Wilson.(adsbygoogle = window.adsbygoogle || []).push({});Scarlett Family Foundation scholarships are open to middle Tennessee high school seniors, who will graduate or obtain a GED prior to June 1st and to college freshman, sophomores and juniors.Applicants must demonstrate financial need and must be planning to pursue a business degree at a four-year, not-for-profit college. Must have a minimum GPA of 2.5 and must be pursuing a business or STEM approved degree at a 4 year, non-profit college or university, with the intent to enroll full-time in the fall. For more information and to apply, please visit the scholarship provider's website.",Scarlett Family Foundation Scholarship
0,P.O. Box 3228,212 Carnegie Center,"Princeton, NJ 08543",sapa_scholarship@yahoo.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/sapa-scholarship-and-excellence-in-education-program/,"The SAPA Scholarship and Excellence in Education Program (the ""SAPA Scholarship"") was established by the Sino-American Pharmaceutical Professionals Association (SAPA) in 1999. SAPA is a nonprofit tax-exempt professional organization headquartered in the tri-state (NJ-NY-CT) area and has become a major pharmaceutical professional organization with more than 4000 members and five Chapters in the U.S. and China. The primary purpose of SAPA Scholarship is to recognize and support educational excellence achieved by outstanding high school students, and to encourage the finest high school graduates to develop careers in life sciences.(adsbygoogle = window.adsbygoogle || []).push({});SAPA will award undergraduate scholarships to selected candidates, known as SAPA Scholars, for use during their college freshman year. The awards will be made on the basis of merits to those who have outstanding potential and intend to pursue careers in life sciences. The Scholarship is merit-based and open to national competition. Applicants for the SAPA Scholarship must include in their application materials a statement of interest in pursuing a career related to life sciences.To be considered for nomination as a SAPA Scholar, a student must:-Be a high school senior who is planning to attend a full-time undergraduate program at an accredited four-year college/university with a major related to life sciences-Have a minimum GPA of 3.3 and a minimum SAT score of 2000 or ACT score of 30-Be a United States citizen, or a legal resident alien (please submit a photocopy of the Alien Registration Card)For more information or to apply, please visit the scholarship provider's website.",SAPA Scholarship & Excellence in Education Program
0,751 W Fourth St,Suite 200,"Winston-Salem, NC 27101-2702",StudentAid@wsfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/sam-l-booke-sr-scholarship/,"The Sam L. Booke, Sr. Scholarship was established in 1989 in honor of  Sam L. Booke, Sr. to provide renewable scholarships to graduating high school seniors from the public high schools in the Winston-Salem/Forsyth County School system who will major in mathematics. This scholarship seeks to encourage outstanding students to pursue careers in(adsbygoogle = window.adsbygoogle || []).push({});the mathematics field. (Note: A ""mathematics degree"" is intended to include the study of  statistics and actuarial science, but does not include the study of  accounting, computer science, or engineering.) Scholarships will be applied to the cost of  undergraduate tuition, fees, room and board, and other college expenses.To receive consideration, applicants must:-Demonstrate excellence in mathematics in both course selection and grades-Pursue an undergraduate mathematics degree and demonstrate the potential to achieve the career goal to which he/she aspires-Demonstrate evidence of scholarship, including appropriate selection of high school curriculum and a ranking within the top 15% of their class-Demonstrate evidence that the student has already shown interest in and concern for being a contributingmember of societyFor more information or to apply, please visit the scholarship provider's website.","Sam L. Booke, Sr. Scholarship"
0,300 Seward Street,P.O. Box 248,"Ripon, WI 54971-0248",financialaid@ripon.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/ripon-college-knop-science-scholars-program/,"The Knop Science Scholarship is a prestigious four-year, full tuition scholarship based on the next academic year's tuition figures. The Ripon College Knop Science Scholars Board convenes each year at the beginning of the second semester. The mission of the board is to identify high-achieving students who show the potential to contribute greatly to the science and mathematics departments at Ripon College as well as those who will benefit the most from special scholarly opportunities.(adsbygoogle = window.adsbygoogle || []).push({});The first step to being a qualified candidate for the Knop Scholarship is to attend one of our Pickard Scholarship Day competitions in February. The second step is to submit an essay of 750 words or fewer describing your background, experiences, interests and/or career goals in an area of the sciences or mathematics.For more information or to apply, please visit the scholarship provider's website.",Ripon College Knop Science Scholars Program
0,P.O. Box 91803,,"Pasadena, CA 91109",scholarships@noglstp.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/out-to-innovate-scholarships-for-lgbtqstem-students/,"NOGLSTP established the Out To Innovate Scholarships for LGBTQ STEM students which are intended for undergraduate and graduate students pursuing degrees in science, technology, engineering, or mathematics (STEM) programs who are either lesbian, gay, bisexual, transgender, queer or an active ally of the LGBTQ community. One scholarship will go to an undergraduate student, and one will go to a graduate/professional level student. Applicants must have successfully completed a minimum of two years of post-high school education at an accredited college or university, have a minimum 3.0 GPA, a declared major in an accredited STEM or STEM-related teaching field and be an active supporter of and participant in programs or organizations that promote LGBTQ inclusion and visibility. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Out To Innovate Scholarships for LGBTQ+STEM Students
0,1400 Alhambra Circle,Suite 1400,"Coral Gables, FL 33134",info@odebrechtaward.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/odebrecht-award-for-sustainable-development/,"The Odebrecht Award for Sustainable Development is open to undergraduate and graduate students from accredited universities across the United States. Students must be enrolled full-time for the academic term in which the competition takes place. Projects may be undertaken individually or in a group of no more than three students under the supervision of an Advising Professor. If in a group, students must be enrolled at the same university and are encouraged to invite team members from other schools or departments within their institution. At least one student in the group must be pursuing a degree in engineering (all areas), architecture, building and construction management, or chemistry. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Odebrecht Award for Sustainable Development
0,1818 N Street NW,Suite 500,"Washinton, DC 20036",info@nsfgradfellows.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/nsf-graduate-research-fellowship-program/,"The National Science Foundation's Graduate Research Fellowship Program helps ensure the vitality of the human resource base of science and engineering in the United States and reinforces its diversity. The prestigious program recognizes and supports outstanding graduate students in NSF-supported science, technology, engineering, and mathematics (STEM) disciplines who are pursuing research-based masters and doctoral degrees in the U.S. and abroad.(adsbygoogle = window.adsbygoogle || []).push({});NSF Fellows are expected to become knowledge experts who can contribute significantly to research, teaching, and innovations in science and engineering. These individuals will be crucial to maintaining and advancing the nation's technological infrastructure and national security as well as contributing to the economic well-being of society at large. So that the nation can build fully upon the strength and creativity of a diverse society, the Foundation welcomes applications from all qualified individuals and strongly encourages women, minorities, and persons with disabilities to compete fully in this program.Deadlines vary by field(s) of study.For more information or to apply, please visit the scholarship provider's website.",NSF Graduate Research Fellowship Program
0,Dept. of Education--Trinity University,One Trinity Place,"San Antonio, TX 78212-7200",creyes1@trinity.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/noyce-teaching-fellowship-for-career-changers/,"The Robert Noyce Teaching Fellows program, authorized under the National Science Foundation Authorization Act, seeks to encourage talented science, technology, engineering, and mathematics (STEM) degree holders to become elementary, middle, and high school teachers by offering tuition assistance and salary stipends.(adsbygoogle = window.adsbygoogle || []).push({});Working professionals with an academic background in a STEM subject-area will be able to earn their Master of Arts in Teaching (M.A.T.) degree at Trinity and begin a fulfilling new career as a classroom teacher in one year.For more information, please visit our website.Over the next two years, ten Noyce Teaching Fellows will receive a full cost-of-attendance scholarship to attend our nationally-recognized, one-year teacher certification program. To minimize the financial cost of changing careers, Fellows will receive an additional stipend during their first four years in the profession.",Noyce Teaching Fellowship for Career Changers
0,"Space Studies Department, 5th Floor Clifford Hall",P.O. Box 9008,"Grand Forks, ND 58202-9008",msaad@space.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/north-dakota-space-grant-consortium-undergraduate-scholarship/,"North Dakota Space Grant will continue to provide scholarship funding for outstanding students at North Dakota's public two- and four-year colleges and universities.(adsbygoogle = window.adsbygoogle || []).push({});Scholarships, which are designed for students pursuing STEM degrees that support NASA research and technology needs, are awarded for both the fall and spring semesters. NDSU/UND undergraduate students are not eligible for undergraduate scholarships.Eligibility:- Must be a citizen of the United States- Must have a minimum 3.0 GPA- Must be pursuing a degree in a STEM-related fieldFor more information or to apply, please visit the scholarship provider's website.",North Dakota Space Grant Consortium Undergraduate Scholarship
0,P.O. Box 60052,,"Shoreline, WA 98160-0052",nmcarman@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/nellie-martin-carman-scholarship-fund/,"The Nellie Martin Carman Scholarship is available to graduating seniors from public high schools in King, Pierce, and Snohomish counties in Washington state. Application forms are only available through these high schools and candidates for the scholarship are nominated by their school each year. Scholarships are renewable for four years of college in the state of Washington. Music, sculpture, drawing, interior decorating or domestic science are not accepted as major subject courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Nellie Martin Carman Scholarship Fund
0,204 E Street NE,,"Washington, DC 20002",scholarship@spaceclub.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/national-space-club-keynote-scholarships/,"Provided to a high school senior, undergraduate or graduate student with definite plans to pursue a career in the science, technology, engineering or mathematics (STEM) fields.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a U.S. citizen-The scholarship is open to seniors in high school through graduate students-The applicant must have the intention of pursuing a career in the STEM fields and plan to attend an accredited U.S college or university to follow a course of study to pursue a career in the STEM field, with a preference for those with space related interests-The applicant can only use the $10,000 scholarship towards tuition for the coming academic year-The applicant must not have previously spoken at the Robert H. Goddard Memorial Dinner-The applicant may apply for any of the scholarships offered by the National Space Club (Robert H. Goddard Memorial Scholarship, Olin E Teague Scholarship, Keynote Scholarship) in the same year, but may only win one in the same yearIn addition:-Completed application and video must be uploaded to the National Space Club website-If chosen to continue, the recipient must be available to speak with the NSC executive committee for a live audition via Skype on January 6th-The recipient must be available to speak at the Goddard Memorial Dinner. Travel and lodging for the recipient and one guest will be provided by the National Space Club-Scholarship check will be provided to the college or university made payable to the applicable college or university no later than June 1st of next year-Non-recipients will not be notified. Applicants may check our website for announcement of the scholarship winnerFor more information or to apply, please visit the scholarship provider's website.",National Space Club Keynote Scholarships
0,1430 Duke Street,,"Alexandira, VA 22314",info@gemfellowship.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/math-scholarships/national-gem-consortium-fellowships/,"GEM offers MS and Ph.D. level students an outstanding opportunity and access to dozens of the top engineering and science firms and Universities in the nation. The GEM Fellowship was designed to focus on promoting opportunities for individuals to enter the industry at the graduate level in areas such as research and development, product development, and other high-level technical careers. GEM also offers exposure opportunities to a number of opportunities in academe. GEM provides three fellowship programs: MS Engineering, Ph.D. Engineering and Ph.D. Science. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",National GEM Consortium Fellowships
