,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,1818 N Street NW,Suite 500,"Washinton, DC 20036",info@nsfgradfellows.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/nsf-graduate-research-fellowship-program/,"The National Science Foundation's Graduate Research Fellowship Program helps ensure the vitality of the human resource base of science and engineering in the United States and reinforces its diversity. The prestigious program recognizes and supports outstanding graduate students in NSF-supported science, technology, engineering, and mathematics (STEM) disciplines who are pursuing research-based masters and doctoral degrees in the U.S. and abroad.(adsbygoogle = window.adsbygoogle || []).push({});NSF Fellows are expected to become knowledge experts who can contribute significantly to research, teaching, and innovations in science and engineering. These individuals will be crucial to maintaining and advancing the nation's technological infrastructure and national security as well as contributing to the economic well-being of society at large. So that the nation can build fully upon the strength and creativity of a diverse society, the Foundation welcomes applications from all qualified individuals and strongly encourages women, minorities, and persons with disabilities to compete fully in this program.Deadlines vary by field(s) of study.For more information or to apply, please visit the scholarship provider's website.",NSF Graduate Research Fellowship Program
0,P.O. Box 60052,,"Shoreline, WA 98160-0052",nmcarman@aol.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/nellie-martin-carman-scholarship-fund/,"The Nellie Martin Carman Scholarship is available to graduating seniors from public high schools in King, Pierce, and Snohomish counties in Washington state. Application forms are only available through these high schools and candidates for the scholarship are nominated by their school each year. Scholarships are renewable for four years of college in the state of Washington. Music, sculpture, drawing, interior decorating or domestic science are not accepted as major subject courses. For more information and to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Nellie Martin Carman Scholarship Fund
0,204 E Street NE,,"Washington, DC 20002",scholarship@spaceclub.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/national-space-club-keynote-scholarships/,"Provided to a high school senior, undergraduate or graduate student with definite plans to pursue a career in the science, technology, engineering or mathematics (STEM) fields.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be a U.S. citizen-The scholarship is open to seniors in high school through graduate students-The applicant must have the intention of pursuing a career in the STEM fields and plan to attend an accredited U.S college or university to follow a course of study to pursue a career in the STEM field, with a preference for those with space related interests-The applicant can only use the $10,000 scholarship towards tuition for the coming academic year-The applicant must not have previously spoken at the Robert H. Goddard Memorial Dinner-The applicant may apply for any of the scholarships offered by the National Space Club (Robert H. Goddard Memorial Scholarship, Olin E Teague Scholarship, Keynote Scholarship) in the same year, but may only win one in the same yearIn addition:-Completed application and video must be uploaded to the National Space Club website-If chosen to continue, the recipient must be available to speak with the NSC executive committee for a live audition via Skype on January 6th-The recipient must be available to speak at the Goddard Memorial Dinner. Travel and lodging for the recipient and one guest will be provided by the National Space Club-Scholarship check will be provided to the college or university made payable to the applicable college or university no later than June 1st of next year-Non-recipients will not be notified. Applicants may check our website for announcement of the scholarship winnerFor more information or to apply, please visit the scholarship provider's website.",National Space Club Keynote Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/mit-inspire-competition/,"MIT INSPIRE is the first national research competition for high school students in the arts, humanities, and social sciences. The competition is organized by MIT undergraduates. Participating high school students, as individuals or teams of two will submit research reports in one of 13 fields, such as history, economics, or philosophy. Approximately 100 finalists with the most exceptional reports will be invited to the MIT campus to present their research and compete for awards. Graduate students, research scientists, and faculty members specializing in each discipline will evaluate both the essays and the poster presentations. Additionally, members of the public will vote for a favorite project for a community choice award.(adsbygoogle = window.adsbygoogle || []).push({});General timeline:Intent to participate: due November 30Abstract: due December 31Research report: due December 31For more information or to apply, please visit the scholarship provider's website.",MIT Inspire Competition
0,930 E. 50th Street,,"Chicago , IL 60615",mchambers@rainbowpush.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/jesse-l-jackson-fellows-toyota-scholarship/,"The Jesse Jackson Fellows-Toyota Scholarship is a renewable scholarship that awards up to $25,000 dollars annually to deserving African-American college sophomores. Students who are interested in applying for the scholarship must have a minimum cumulative 3.0 GPA, be a business or STEM (Science, technology, engineering and/or math) major that can be applied to the automotive industry, demonstrated participation in community service and need for financial assistance. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Jesse L. Jackson-Fellows Toyota Scholarship
0,4427 N. Clark St,,"Chicago , IL 60640",rmartinez@jasc-chicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/jasc-nielsen-stem-scholarship/,"In recognition of the community's achievements and its enduring values, Nielsen supports the next generation of Asian American leaders in science, technology, engineering, and mathematics (STEM) with these two scholarships.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must be either a high school senior or currently enrolled as a student in a college or university-Area of college study must be in either science, technology, engineering or mathematics (STEM)-High school applicant's family must have a current JASC Family membership. College applicant must have his/her own current student or individual membership-Applicant need not be of Japanese ancestry and need not be a citizen of the U.S.-Applicant must be a resident of the State of Illinois for at least one year prior to graduation or be a graduate from an accredited Illinois high school-Applicant must submit a written applicationRequired materials:-Official high school/college transcripts-Summary of extracurricular activities-Summary of community service-One page essay on one of the topics (choose one): ""How is JASC relevant to your life?"" or ""How has JASC contributed to your sense of self or personal growth?-Teacher/professor letter of reference-Japanese-American community participation letter of referenceCriteria:-Service to and participation in JASC and other Japanese American community events, programs, and projects-Good grades or steady improvement of grades over the course of high school-Demonstration of extracurricular activitiesFor more information or to apply, please visit the scholarship provider's website.",JASC-Nielsen STEM Scholarship
0,3901 Centerville Road,,"Wilmington, DE 19807",awards@isi.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/isi-henry-salvatori-fellowship/,"The ISI Salvatori Fellowship seeks to further an understanding and appreciation of the principles held by the American Founding Fathers and the culture that formed their values and views.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Members of the Intercollegiate Studies Institute-Engaged in graduate studies for the purpose of teaching at the collegiate level-U.S. citizens enrolled full-time in a graduate program-Pre-professional students (medical, law, divinity, business, etc.) are not eligibleApplicants must submit an original, 1,250-2,500 word essay responding to one of the following questions:1. ""What is the relationship between liberal education and a free society?""2. ""What is the significance of the American Founding in the evolution of the free society?""For more information or to apply, please visit the scholarship provider's website.",ISI Henry Salvatori Fellowship
0,"1615 M Street, NW",,"Washington, DC 20036",julie_shackett@tws.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/gloria-barron-wilderness-society-scholarship/,"Graduate students meeting the eligibility requirements noted below may apply directly to The Wilderness Society. Applicants must be enrolled in an accredited graduate institution in North America, have strong academic qualifications and/or career goals focused on making a significant positive difference in the long-term protection of wilderness in the United States. Graduate students in natural resources management, law or policy programs are strongly encouraged to apply.(adsbygoogle = window.adsbygoogle || []).push({});Research topics include restoration of the health and function of wilderness, management impacts on wildland, valuing wildlands ecosystems, connecting people to wildlands, and impacts of climate change. Additional funding will be provided to pay travel expenses for the recipient to work with staff members of The Wilderness Society on this project. The Society wishes to encourage the publication of this work in an academic journal or other appropriate medium and has additional funds to help cover expenses of publishing and publicizing the final paper. For more information or to apply, please visit the scholarship provider's website.",Gloria Barron Wilderness Society Scholarship
0,6599 Jacaranda Avenue,,"Fontana, CA 92336",scholarships@fontanatransport.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/fontana-transport-inc-scholars-program/,"The Fontana Transport Inc. Scholars Program is open to underrepresented, low-income and first-generation college-bound students. Students must be pursuing an undergraduate degree full-time in transportation, math, science, engineering, architecture, environmental design, PreMed, psychology, Spanish language/literature. The applicant does not have to be a U.S. citizen but must have a minimum 3.5 GPA and proof of attending college beginning in the fall semester. Recommendation by a faculty member is optional but highly suggested. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Fontana Transport Inc. Scholars Program
0,1315 East-West Highway,Room 10703,"Silver Spring, MD 20910",epp.usp@noaa.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/epp-undergraduate-scholarship-program/,"The goal of the EPP Undergraduate Scholars Program is to increase the number of students who undertake course work and graduate with degrees in targeted academic fields integral to NOAA's mission. This program targets students who have completed their sophomore year, attending minority serving institutions (MSIs), and have recently declared, or about to declare a major in atmospheric, oceanic, or environmental disciplines that support these sciences. You must be a U.S. citizen currently enrolled or accepted as a full-time, second-year student in a four-year academic program or a third-year student in a five-year program in a discipline related to NOAA's programs and mission at an accredited minority-serving institution (college or university within the United States or U.S. territories). Applicants must earn and maintain a minimum 3.2 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",EPP Undergraduate Scholarship Program
0,Friends of Volo Bog,28478 W. Brandenburg Road,"Ingleside, IL 60041",brcarroll_15@hotmail.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/environmental-studies-natural-science-scholarship-program/,"Each year, the Friends of Volo Bog offers a scholarship for Environmental Studies/Natural Science college students.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be a High School Senior applying to an accredited college/university to study environmental or natural science-Be a College/University Student intending to continue studies of environmental or natural science at an accredited college-Submit at least one signed letter of recommendation from a non-relative who is familiar your goals and aptitude-Write a 300-400 word typed essay addressing one of the following choices:-Relate a personal experience that has helped lead you to pursue the field of environmental studies-Define your motivation for choosing to enter the field of environmental studies-What attributes do you possess that will help you be successful working in the environmental field-Sealed official transcripts mailed to you from your current school's registrar (do not open them)-Applications must be postmarked two days before the deadline, or dropped off in person on the deadlineFor more information or to apply, please visit the scholarship provider's website.",Environmental Studies/Natural Science Scholarship Program
0,291 Springfield Street,,"Chicopee, MA 01013",admissions@elms.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/elms-college-stem-scholarships/,"The Elms College ElmSTEM program, supported by a grant from the National Science Foundation, awards scholarship funds to students who major in STEM fields and attend Elms College full-time. In order to apply, you must be a prospective full-time, first-year student at Elms College; be a prospective major in biology, computer information technology, chemistry, or mathematics, except for clinical fields such as pre-medical or teaching professions (K-12 Education). Demonstrated financial need is required. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Elms College STEM Scholarships
0,"2121 Euclid Ave., JH 384",,"Cleveland, OH 44115-2214",g.r.mcpherson@csuohio.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/cleveland-state-university-robert-j-noyce-scholarship-program/,"Full tuition fellowships awarded to highly qualified applicants committed to addressing social justice and change in Urban School and Communities.(adsbygoogle = window.adsbygoogle || []).push({});Scholarship Eligibility Requirements:-Be enrolled in the Master of Urban Secondary Teachers MUST program specializing in Math-Commit to teaching in either Biology and Earth Science, Biology and Chemistry, Chemistry and Physics, Physics and Biology, and Mathematics or a combination of these areas-Have a minimum GPA of 3.0 from your undergraduate degree-May be required to interview with the steering committee online or in person-At the end of the 14-month program, the applicant must have completed the MUST Program and entered the classroom teaching in a high needs school-Must be a U.S. CitizenFor more information or to apply, please visit the scholarship provider's website.",Cleveland State University Robert J. Noyce Scholarship Program
0,Boston University School of Education,2 Sherborn St,"Boston, MA 02215",schapin@bu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/boston-university-robert-noyce-scholarship-programs/,"Boston University is excited to announce the Noyce Scholarship Program in Mathematics, a new initiative to prepare middle school and high school mathematics teachers. With funding from the National Science Foundation and the School of Education and in collaboration with six local school districts and the Graduate School of Arts and Sciences, the Noyce Program will train up to 13 graduate students a year to become mathematics teachers - and Noyce scholars receive 100% tuition support. The one-year program leads to a master's degree and initial teacher licensure. In exchange, Noyce Scholars must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification program.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have majored in mathematics or have a degree in engineering-Must be United States citizens, nationals, or permanent resident aliens-Must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification programFor more information or to apply, please visit the scholarship provider's website.",Boston University Robert Noyce Scholarship Programs
0,614 Dorseyville Rd,,"Pittsburgh, PA 15238",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/beulah-frey-environmental-scholarship/,"ASWP awards $1,000 scholarships to graduating high school seniors from our service area of Allegheny, Armstrong, Butler, Beaver, Fayette, Washington, and Westmoreland counties. Students who are applying to two or four-year colleges to further their studies in an environmentally-related field are eligible to apply. Applications are available beginning in January from this website or through your school's guidance office. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Beulah Frey Environmental Scholarship
0,1250 24th St. NW,Suite 500,"Washington, DC 20037",info@allwomeninmedia.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/anthropology-scholarships/awmf-and-loreen-arbus-foundation-focus-on-disability-scholarship/,"The AWM Foundation's partnership with the Loreen Arbus Foundation focuses on the achievements and contributions of citizens with disabilities. This journalist scholarship program consists of one $2,500 scholarship, made payable directly to the winning student's educational institute. The winning applicant must also be able to attend AWMF's Gracies Awards Luncheon in June in New York City to receive the scholarship.(adsbygoogle = window.adsbygoogle || []).push({});The scholarship is open to female undergraduate and graduate students studying media, journalism, English, communications and related fields. Applicants must submit a 750-1,000 word essay on a suggested topic.For more information or to apply, please visit the scholarship provider's website.",AWMF & Loreen Arbus Foundation Focus on Disability Scholarship
