,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,4427 N. Clark St,,"Chicago , IL 60640",rmartinez@jasc-chicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/jasc-nielsen-stem-scholarship/,"In recognition of the community's achievements and its enduring values, Nielsen supports the next generation of Asian American leaders in science, technology, engineering, and mathematics (STEM) with these two scholarships.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must be either a high school senior or currently enrolled as a student in a college or university-Area of college study must be in either science, technology, engineering or mathematics (STEM)-High school applicant's family must have a current JASC Family membership. College applicant must have his/her own current student or individual membership-Applicant need not be of Japanese ancestry and need not be a citizen of the U.S.-Applicant must be a resident of the State of Illinois for at least one year prior to graduation or be a graduate from an accredited Illinois high school-Applicant must submit a written applicationRequired materials:-Official high school/college transcripts-Summary of extracurricular activities-Summary of community service-One page essay on one of the topics (choose one): ""How is JASC relevant to your life?"" or ""How has JASC contributed to your sense of self or personal growth?-Teacher/professor letter of reference-Japanese-American community participation letter of referenceCriteria:-Service to and participation in JASC and other Japanese American community events, programs, and projects-Good grades or steady improvement of grades over the course of high school-Demonstration of extracurricular activitiesFor more information or to apply, please visit the scholarship provider's website.",JASC-Nielsen STEM Scholarship
0,P.O. Box 82563,,"Hapeville, GA 30354",scholarship@freemontfoundation.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/james-m-and-erma-t-freemont-scholarship-program/,"The Freemont Foundation Scholarship Program is available to graduating high school seniors, undergraduate, and graduate students. Selected from a nationwide pool of applicants, qualified recipients will become Freemont Scholars.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:- Must be a graduating high school senior (must plan on attending a HBCU) or an undergraduate students (must currently attend a HBCU); graduate students are eligible to applyFor more information or to apply, please visit the scholarship provider's website.",James M. & Erma T. Freemont Scholarship Program
0,500 Victory Road,,"Quincy, MA 02171",scholarship@gallagherstudent.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/health-careers-scholarship-program/,"Winners of the Health Careers Scholarship Program demonstrate a strong motivation to pursue a health care career, academic excellence, a dedication to community service and a need for financial support of their education. The program is open to higher education students entering their junior and senior years of full-time undergraduate study in the coming fall. This program is not open to first-year undergraduates, high school students or graduate students.(adsbygoogle = window.adsbygoogle || []).push({});Once your application is submitted (along with your essay), it is also required that you submit two letters of recommendation (one from a professor), current transcripts and a financial aid form, completed by your school's financial aid department.For more information or to apply, please visit the scholarship provider's website.",Health Careers Scholarship Program
0,112 N. Main Street,P.O. Box 1606,"Hopewell, VA 23860",bfalls@johnrandolphfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/franklin-d-boyce-annual-health-scholarship/,"The scholarship program is available to residents of the City of Hopewell and the following localities: Prince George, Colonial Heights, Petersburg, Fort Lee, Dinwiddie, Sussex, Surry, Chesterfield (South of Rt. 288 and East of Ironbridge Road), Charles City and Varina (Southeast Henrico, south of I-64). Student interns working for John Randolph Foundation are eligible to apply. The purpose of the scholarship is to promote a broad range of professional health occupations by awarding scholarships for attendance at institutions of higher learning.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Attending or express interest in attending college as a full or part-time student, or graduate student in the health field-Demonstrate financial need-Must have a minimum 3.0 GPAFor more information or to apply, please visit the scholarship provider's website.",Franklin D. Boyce Annual Health Scholarship
0,6599 Jacaranda Avenue,,"Fontana, CA 92336",scholarships@fontanatransport.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/fontana-transport-inc-scholars-program/,"The Fontana Transport Inc. Scholars Program is open to underrepresented, low-income and first-generation college-bound students. Students must be pursuing an undergraduate degree full-time in transportation, math, science, engineering, architecture, environmental design, PreMed, psychology, Spanish language/literature. The applicant does not have to be a U.S. citizen but must have a minimum 3.5 GPA and proof of attending college beginning in the fall semester. Recommendation by a faculty member is optional but highly suggested. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Fontana Transport Inc. Scholars Program
0,291 Springfield Street,,"Chicopee, MA 01013",admissions@elms.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/elms-college-stem-scholarships/,"The Elms College ElmSTEM program, supported by a grant from the National Science Foundation, awards scholarship funds to students who major in STEM fields and attend Elms College full-time. In order to apply, you must be a prospective full-time, first-year student at Elms College; be a prospective major in biology, computer information technology, chemistry, or mathematics, except for clinical fields such as pre-medical or teaching professions (K-12 Education). Demonstrated financial need is required. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Elms College STEM Scholarships
0,P.O. Box 2000,Champlain Mill,"Winooski, VT 05404",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/elizabeth-j-davis-scholarship/,"The Elizabeth J. Davis Scholarship was established to assist home care professionals with obtaining advanced degrees, as well as students seeking a bachelor's or associate's degrees in a health profession.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility- Attends an accredited college/university, or community college (does not have to be in Vermont)- Studying nursing (RN or LPN), physical therapy, speech therapy, occupational therapy, or medical social work- Demonstrate financial need- Be a Vermont state resident- Plans to work in home care in the state of Vermont after graduation- Write two brief essaysFor more information or to apply, please visit the scholarship provider's website.",Elizabeth J. Davis Scholarship
0,432 Western Avenue,,"Albany, NY 12203-1490",finaid@strose.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/college-of-saint-rose-academic-scholarships/,"The College of Saint Rose scholarships are awarded upon acceptance to Saint Rose and are renewable each year for four years or eight semesters, as long as the student remains in good academic standing. The rigor of a student's high school/college program is considered in determining scholarship eligibility. Award amounts vary on academic and test scores. Available scholarships include Trustees Scholarship, Presidential Scholarship, Provost Scholarship, Saint Rose Award. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",College of Saint Rose Academic Scholarships
0,"2121 Euclid Ave., JH 384",,"Cleveland, OH 44115-2214",g.r.mcpherson@csuohio.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/cleveland-state-university-robert-j-noyce-scholarship-program/,"Full tuition fellowships awarded to highly qualified applicants committed to addressing social justice and change in Urban School and Communities.(adsbygoogle = window.adsbygoogle || []).push({});Scholarship Eligibility Requirements:-Be enrolled in the Master of Urban Secondary Teachers MUST program specializing in Math-Commit to teaching in either Biology and Earth Science, Biology and Chemistry, Chemistry and Physics, Physics and Biology, and Mathematics or a combination of these areas-Have a minimum GPA of 3.0 from your undergraduate degree-May be required to interview with the steering committee online or in person-At the end of the 14-month program, the applicant must have completed the MUST Program and entered the classroom teaching in a high needs school-Must be a U.S. CitizenFor more information or to apply, please visit the scholarship provider's website.",Cleveland State University Robert J. Noyce Scholarship Program
0,1007 Slater Road,Suite 400,"Durham, NC 27703",scholarship@clarkstonconsulting.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/clarkston-scholars-program/,"A Clarkston Scholar is a highly-driven student who excels in the classroom, has a focused interest and passion for the life sciences industry and intends to enter the life sciences industry upon graduation. The Clarkston Scholars Program will provide one sophomore attending a four-year college/university undergraduate program in Pennsylvania who is majoring in a life sciences-related field of study a scholarship award, dispersed once for junior year and once for senior year. In addition, the Clarkston Scholar will receive exposure to the life sciences industry through mentoring with Clarkston Consulting and participation in Pennsylvania Bio events over the course of the two-year scholarship award period.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be a sophomore at a four-year accredited college or university undergraduate program-Attend a college or university in Pennsylvania-Be enrolled in a life sciences major (e.g. biomedical, biotechnology, chemistry, pharmacy)-Have and maintain a cumulative unweighted GPA of 3.0 or higher for the entire duration of the scholarship-Be available to participate in an in-person interview in the greater Philadelphia area with a Clarkston Consulting representative as part of the finalist selection process-Be available March 9 for the scholarship award ceremony-Be willing to attend two events in the Philadelphia area per year, to be approved by their Clarkston mentor-Be a U.S. citizen or permanent resident of the United StatesEssay: In 500 words or less, write an essay stating your opinion of an issue impacting the pharmaceutical and biotech industry in the state of Pennsylvania.For more information or to apply, please visit the scholarship provider's website.",Clarkston Scholars Program
0,"8200 Mountain Road, NE, Suite 203",,"Albuquerque , NM 87110",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/catching-the-dream-program/,"Catching the Dream seeks to address this deficiency. Our high-priority areas of study are math, engineering, science, business, education, and computers. These fields of study are critical to the future of Indian people and the nation, and Native Americans are very underrepresented in these fields.(adsbygoogle = window.adsbygoogle || []).push({});Catching the Dream is a national Native American education and scholarship center.Our strategy is to:-Actively seek out Native American high school students with academic potential from all regions and tribes of the United States and help prepare them for college-Encourage and assist Native American high schools to establish college preparatory programs-Establish information-sharing networks and national training sessions for teachers and administrators to strengthen their college preparatory programs-Orient parents, grandparents, and tribal leaders so they can provide effective support for their college-bound studentsFor more information or to apply, please visit the scholarship provider's website.",Catching The Dream Program
0,Boston University School of Education,2 Sherborn St,"Boston, MA 02215",schapin@bu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/boston-university-robert-noyce-scholarship-programs/,"Boston University is excited to announce the Noyce Scholarship Program in Mathematics, a new initiative to prepare middle school and high school mathematics teachers. With funding from the National Science Foundation and the School of Education and in collaboration with six local school districts and the Graduate School of Arts and Sciences, the Noyce Program will train up to 13 graduate students a year to become mathematics teachers - and Noyce scholars receive 100% tuition support. The one-year program leads to a master's degree and initial teacher licensure. In exchange, Noyce Scholars must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification program.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have majored in mathematics or have a degree in engineering-Must be United States citizens, nationals, or permanent resident aliens-Must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification programFor more information or to apply, please visit the scholarship provider's website.",Boston University Robert Noyce Scholarship Programs
0,Bethesda Lutheran Communities,600 Hoffman Drive,"Watertown, WI 53094",chris.dovnik@mailblc.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/bethesda-lutheran-communities-lutheran-student-scholastic-and-service-scholarship/,"Bethesda Lutheran Communities offers two scholarships to Lutheran students pursuing undergraduate degrees in any area of service to people with developmental disabilities.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility/Requirements:Be an active, communicant member of a Lutheran congregation. Be a freshmen, sophomore, or junior at an accredited college/university. Have a minimum 3.0 GPA. Have a career objective in the field of intellectual and developmental disabilities.",Bethesda Lutheran Communities Lutheran Student Scholastic & Service Scholarship
0,1250 24th St. NW,Suite 500,"Washington, DC 20037",info@allwomeninmedia.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/awmf-and-loreen-arbus-foundation-focus-on-disability-scholarship/,"The AWM Foundation's partnership with the Loreen Arbus Foundation focuses on the achievements and contributions of citizens with disabilities. This journalist scholarship program consists of one $2,500 scholarship, made payable directly to the winning student's educational institute. The winning applicant must also be able to attend AWMF's Gracies Awards Luncheon in June in New York City to receive the scholarship.(adsbygoogle = window.adsbygoogle || []).push({});The scholarship is open to female undergraduate and graduate students studying media, journalism, English, communications and related fields. Applicants must submit a 750-1,000 word essay on a suggested topic.For more information or to apply, please visit the scholarship provider's website.",AWMF & Loreen Arbus Foundation Focus on Disability Scholarship
0,2040 Babcock Rd,Suite 406,"San Antonio, TX 78229",cherie.k.kirk.mil@mail.mil,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/army-health-professions-scholarship-program/,"The U.S. Army health care team will pay 100 percent of your tuition for a graduate-level health care degree for any accredited veterinary program in the United States or Puerto Rico.(adsbygoogle = window.adsbygoogle || []).push({});Full-tuition Scholarship:The U.S. Army Medical Department can help take away the worry of how you'll pay for school. The F. Edward Hébert Armed Forces Health Professions Scholarship Program is available to qualifying students who wish to earn professional degrees from accredited veterinary programs. We will pay 100 percent of your tuition, plus we will also pay for required books, equipment and most academic fees.Financial Initiatives:-A monthly stipend of more than $2,000-Will receive officer's pay while you train as part of our health care team during break-Post-graduation: you'll enter active duty in your specialty and advance in rank to captain. With every promotion, your salary will increase. Your time-in-service and cost-of-living adjustments also lead to pay increases. Additionally, you'll receive a monthly non-taxable allowance for food and housing.Eligibility:-Be a U.S. citizen with a baccalaureate degree from an accredited school-Be enrolled in (or have a letter or acceptance from) an accredited graduate program in the U.S. or Puerto Rico (varies by specialty)-Maintain full-time student status during the length of the program-Qualify as a commissioned officerYour active duty service obligation to the U.S. Army is one year of service for every year you receive the scholarship. Your minimum obligation depends on your health care field. There is an additional obligation for residency and fellowship training. For full details and to apply, please visit the scholarship provider's website.",Army Health Professions Scholarship Program
0,2638 State Ave. NE,,"Olympia, WA 98506",Diana@arcwa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/psychology-scholarships/arc-of-washington-trust-fund-research-grants/,"Since 1950 the Arc of Washington Trust Fund has promoted research on the causes, prevention, and treatment of intellectual disabilities and its personal, social, and legal consequences. The Trust provides grants to researchers in the states of Washington, Oregon, Alaska or Idaho and in British Columbia. Because the Arc Trust Fund is small compared to public funding sources, preference is given to junior investigators. Research grants should serve as seed money for future research. Most successful applicants have been affiliated with research universities and have addressed educational, medical, or psychological issues, but the Arc welcomes innovative proposals from any applicant on any topic related to its purposes. Grantees must live or work in Washington, Oregon, Idaho, Alaska or British Columbia.(adsbygoogle = window.adsbygoogle || []).push({});The application process is in two stages: a letter of intent and the grant proposal.For more information or to apply, please visit the scholarship provider's website.",ARC of Washington Trust Fund Research Grants
