,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,1466 Main Street,,"Waltham, MA 02451",contactus@applyists.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/two-ten-higher-education-scholarship/,"Two Ten Higher Education Scholarships is a need-based scholarship program, with awards based on financial need in addition to academic performance and personal character. Applicants or their parents must have a minimum of two years' employment in the footwear industry (1,000 hours over two years). Students must be enrolled or about to enroll in an accredited two or four-year college, university, vocational/technical school or nursing school, and maintain a minimum 2.5 GPA to renew the scholarship. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Two Ten Higher Education Scholarship
0,209 First St. W.,,"Jordan, MN 55352",karen@tlcfoundationinc.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/timothy-l-correll-foundation-memorial-scholarships/,"Our mission is to find and grant scholarships to dedicated individuals who aspire to go to school to train to serve their communities as emergency responders or nurses.(adsbygoogle = window.adsbygoogle || []).push({});To be considered for a TLCF Scholarship, student applicants must be a Minnesota resident and enrolled in an undergraduate program in an accredited college or university in one of these three programs: fire science, paramedics or nursing.TLCF Memorial Scholarships are awarded annually to both traditional and non-traditional students who demonstrate initiative, leadership, and service to their community. They are committed to completing their program and have the drive, energy, and enthusiasm for their work.For more information or to apply, please visit the scholarship provider's website.",Timothy L. Correll Foundation Memorial Scholarships
0,P.O. Box 1463,,"Baltimore, MD 21203",vrg@vrg.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-vegetarian-resource-group-college-scholarship/,"Due to the generosity of an anonymous donor, The Vegetarian Resource Group each year will award $20,000 in college scholarship money to graduating U.S. high school students who have promoted vegetarianism in their schools and/or communities. Vegetarians do not eat meat, fish, or fowl. Vegans are vegetarians who do not use other animal products such as dairy or eggs. Entries may only be sent by students graduating from high school in spring of the year the award is given.(adsbygoogle = window.adsbygoogle || []).push({});Applicants will be judged on having shown compassion, courage, and a strong commitment to promoting a peaceful world through a vegetarian diet/lifestyle. Payment will be made to the student's college (U.S. based only). Winners of the scholarships give permission to release their names to the media. Applications and essays become property of The Vegetarian Resource Group. Finalists may be asked for more information. For more information and to apply, please visit the scholarship provider's website.",The Vegetarian Resource Group College Scholarship
0,One Trinity Place,,"San Antonio, TX 78212",creyes1@trinity.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-robert-noyce-scholarship/,"The Robert Noyce Scholarship program, authorized under the National Science Foundation Authorization Act, seeks to encourage talented science, technology, engineering, and mathematics (STEM) majors to become elementary, middle, and high school teachers by offering tuition scholarships of $15,000 per year for up to two years. The scholarship will be awarded annually to qualified Trinity seniors and post-baccalaureate candidates in their Master of Arts in Teaching (M.A.T.) year. Noyce Scholars will join Trinity University's teacher preparation program and complete the M.A.T. before entering the teaching profession. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Robert Noyce Scholarship
0,3242 Parkside Center Circle,,"Tampa , FL 33619",gharrison@alsafl.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-rick-and-sherry-murray-medical-futures-scholarship/,"The Rick and Sherry Murray Medical Futures Scholarship is for students who have or have had a spouse, parent, or grandparent diagnosed with ALS, also known as Lou Gehrig's Disease, and who want to pursue a degree in the medical profession as a result of their experience.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be a legal resident of Florida who is the spouse, child or grandchild of a person who has been diagnosed with ALS. Must be currently majoring in any medically-related degree or attending any medically-related certification program and must attend or be accepted to school full-time at an accredited two-year or four-year college or university, or vocational-technical school located in the U.S. Students must have a minimum overall grade point average of 2.5 on a 4.0 scale (or the equivalent). For more information or to apply, please visit the scholarship provider's website.",The Rick and Sherry Murray Medical Futures Scholarship
0,3605 Vartan Way,Suite 204,"Harrisburg, PA 17110",jneidig@psna.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-nursing-foundation-of-pennsylvania-future-nurse-leader-scholarship/,"The Nursing Foundation of Pennsylvania Future Nurse Leader Scholarship exists to provide scholarships to students demonstrating leadership skills in their pursuit of a nursing degree. Funds are for full-time nursing students in an accredited BSN program in the Commonwealth of Pennsylvania.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-The applicant must attend an accredited BSN program in the Commonwealth of Pennsylvania-Applicants must be full-time students-Students should have a minimum 3.0 GPA-Students are required to submit a completed application-Previous recipients of this scholarship are not eligible to applyFor more information or to apply, please visit the scholarship provider's website.",The Nursing Foundation of Pennsylvania Future Nurse Leader Scholarship
0,216 West Jackson Blvd.,Suite 700,"Chicago, IL 60606",jvsscholarship@jvschicago.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-jewish-federation-of-metropolitan-chicago-academic-scholarship/,"Educational scholarship funds from grants administered by the Jewish Federation of Metropolitan Chicago are available for Jewish college and graduate students. Approximately $500,000 is available each year for full-time students, predominantly those legally domiciled in the metropolitan Chicago area, who are identified as having promise for significant contributions in their chosen careers. Assistance is available primarily for those with financial need who are pursuing careers in the helping professions.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must be Jewish-Must have been born and raised in Chicago metropolitan area, including Lake County, Indiana; or one continuous year of full-time employment in the Chicago metro area prior to enrollment-Intend to remain in the Chicago metropolitan area after completing school-Are entering an accredited graduate program in a helping profession on a full-time basis for the full academic year-Are entering your junior or senior years of an accredited bachelor's degree program in a helping profession on a full-time basis for the full academic year-Demonstrate financial need-Demonstrate career promise-Are available for an in-person interview between March 1 and April 20For more information or to apply, please visit the scholarship provider's website.",The Jewish Federation of Metropolitan Chicago Academic Scholarship
0,3605 Vartan Way,Suite 204,"Harrisburg, PA 17110",jneidig@psna.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-jack-e-barger-srmemorial-nursing-scholarship-fund/,"This scholarship fund was established by the Department of Pennsylvania Veterans of Foreign Wars (VFW) in 1989 to address the State's nursing shortage. Established in the memory of Department Commander Jack E. Barger, Sr., this scholarship has benefitted more than 110 students, including active duty service members and veterans. The Nursing Foundation of Pennsylvania (NFP), a charitable organization for professional nurses in the Commonwealth, is proud to continue its collaboration with the VFW in ensuring nurses for tomorrow.(adsbygoogle = window.adsbygoogle || []).push({});The recipient must be at least one of the following:-Active duty service member-U.S. Veteran-Child or spouse of a veteran or active duty service memberAll applicants must:-Be a resident of Pennsylvania-Be an undergraduate student-Attend the local VFW district meeting to accept the awardFor more information or to apply, please visit the scholarship provider's website.","The Jack E. Barger, Sr., Memorial Nursing Scholarship Fund"
0,1411 W. 190th Street,Suite 700,"Gardena , CA 90248",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-hispanic-scholarship-fund-college-scholarships/,"HSF/ General College Scholarships are designed to assist students of Hispanic heritage in obtaining a college degree. Scholarships are available on a competitive basis to graduating high school seniors, community college transfer students, undergraduate students and graduate students. Applicants must be of Hispanic heritage and have a minimum of 3.0 GPA for high school students. A minimum of 2.5 GPA for college and graduate students. Plan to enroll full-time in an accredited not-for-profit, four-year university or graduate school during the fall of the scholarship cycle year. U.S. Citizen, permanent legal resident, DACA or eligible non-citizen. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",The Hispanic Scholarship Fund College Scholarships
0,Washington Student Achievement Council,917 Lakeridge Way SW,"Olympia, WA 98504-3430",health@wsac.wa.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-health-professional-loan-repayment-program-hplrp/,"The Health Professional Loan Repayment Program encourages licensed primary care health professionals to serve in Washington's critical shortage areas. The program provides financial assistance through either conditional scholarships or loan repayment. The loan repayment portion of the program provides educational repayment assistance to licensed primary care health professionals. Applicants agree to provide primary care health care in rural or underserved urban areas with designated shortages. The Health Professional Loan Repayment Program (HPLRP) requires a minimum three-year contract. Awardees may work less than full time, but a minimum of 24 hours per week, which then prorates their service.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",The Health Professional Loan Repayment Program (HPLRP)
0,3605 Vartan Way,Suite 204,"Harrisburg, PA 17110",jneidig@psna.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/the-florence-madden-grady-fasick-scholarship-fund/,"NFP's The Florence (Madden) Grady-Fasick Scholarship Fund exists to provide scholarships to students demonstrating financial need in the pursuit of a nursing degree. Funds are for nursing students in their second semester or more of nursing school.(adsbygoogle = window.adsbygoogle || []).push({});Criteria:-The applicant must attend an accredited program in the Commonwealth of Pennsylvania-Funds are for students in their second semester or more of nursing school-Students should have a minimum of 3.0 GPA-Students are required to submit essays demonstrating scholarship need and commitment to the nursing profession-Previous recipients of this scholarship are not eligible to applyFor more information or to apply, please visit the scholarship provider's website.",The Florence (Madden) Grady-Fasick Scholarship Fund
0,"UAS7 NY, Rm. 1508",871 United Nations Plaza,"New York, NY 10017",apply@uas7.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/study-and-internship-program-sip-in-germany-uas7/,"Internships typically last 5-6 months, but UAS7 research internships may run from 2-6 months, depending on the specifications of the project description. Recipients will receive a full tuition waiver for both semesters (enrollment is also required during the internship to maintain residency in Germany) and the benefits provided to exchange students at the host UAS. Successful SIP applicants are eligible for a UAS7 Travel Scholarship.(adsbygoogle = window.adsbygoogle || []).push({});Applicants must be full-time sophomores or juniors in good academic standing and currently enrolled in an undergraduate program at an accredited U.S. or Canadian college/university, in a field represented on UAS7 campuses.Competitive applicants will have a minimum 3.0 GPA, language skills commensurate with their proposed course of study and internship in Germany, strong support from academic and study abroad advisors, and a well-reasoned study plan and statement of motivation.For more information or to apply, please visit the scholarship provider's website.",Study & Internship Program (SIP) in Germany - UAS7
0,5454 Venice Avenue NE,Suite D,"Albuquerque, NM 87113",nativeamerican.scholarship@soudermiller.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/sma-native-american-stem-scholarship/,"This scholarship may be used for tuition, fees, books or on-campus housing/meals. Automatic approval for up to a maximum of four academic years is at the discretion of the Scholarship Committee. In order to be eligible for consideration under this award program, the scholarship applicant must be an enrolled member of a Pueblo or Tribe, a high school graduate by June who has been accepted by an accredited U.S. college or university or a college STEM student already enrolled at an accredited college or university and must have a minimum 3.0 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SMA Native American STEM Scholarship
0,16 W. Colt Square Dr.,,"Fayetteville, AR 72703",carrie@spsfnwa.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/single-parent-professional-certification-scholarship-of-northwest-arkansas/,"The Professional Certification Scholarships are for students pursuing certification as a Certified Nursing Assistant, Patient Care Technician, or in Phlebotomy from UAMS/Schmieding Center, Petra Allied Health, PRN, NTI, or NWACC. Applicants must be a single parent and a U.S. resident or a resident with DACA Status, and a resident of Carroll, Madison, or Washington County, Arkansas. Must be pursuing a career-oriented course of study (full or part-time) to ensure a better standard of living for your family and living at or near the poverty level (up to 200% of Federal Poverty Guidelines). For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Single Parent Professional Certification Scholarship of Northwest Arkansas
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/shpe-undergraduate-scholarship/,"SHPE will provide $2,000 to applicants who are enrolled full-time (12 hours) in a science, technology, engineering, or math (STEM) degree program and maintain a 2.75 GPA throughout the academic year. Applicant must be a SHPE member in good standing both at the time of application and throughout the academic year. The scholarship will be awarded on the basis of academic standing and financial need. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SHPE Undergraduate Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/shpe-graduate-scholarship/,"SHPE will provide $3,000 to applicants who will be enrolled full-time (9 hours) in a science, technology, engineering, or math (STEM) degree program and maintain a 3.0 GPA throughout the academic year. Applicant must be a SHPE member in good standing both at the time of application and throughout the academic year. The scholarship will be awarded on the basis of academic standing and financial need. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SHPE Graduate Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/shpe-dissertation-scholarship/,"SHPE will provide $5,000 to applicants who will be enrolled full-time (9 hours) in a science, technology, engineering, or math (STEM) degree program and maintain a 3.5 GPA throughout the academic year. Applicant must be a SHPE member in good standing both at the time of application and throughout the academic year. The scholarship will be awarded on the basis of academic standing and financial need.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",SHPE Dissertation Scholarship
0,1300 Dexter Ave North,Suite 400,"Seattle, WA 98109",scholarship@aplaceformom.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/senior-wisdom-video-scholarship/,"A Place for Mom is proud to offer a scholarship to university students interested in the fields of aging and gerontology. As North America's largest senior living referral service, we know the importance of supporting the training and education of our future senior care leaders. This scholarship will be awarded to a citizen or a permanent resident of the United States or Canada (excluding Quebec) who is enrolled and currently taking classes at an accredited college or university in the United States or Canada (excluding Quebec).(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-The annual scholarship award is for four students enrolled in a certificate, associate's degree, bachelor's degree, or graduate-level program in a medical, nursing, or social sciences related major. The student must be planning on pursuing a career that involves working with senior citizens. The applicant must be attending classes at an accredited college or university at the time of the spring deadline-Employees of A Place for Mom and members of their immediate family (spouse, parent, child, sibling, and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, are not eligible to apply-Applicants must complete the student information form, and a 2-3 minute video capturing  the theme of “The Value of Seniors in Our Lives and Benefits to Society.”For more information or to apply, please visit the scholarship provider's website.",Senior Wisdom Video Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/scarlett-family-foundation-scholarship/,"Scarlett Family Foundation Scholarships are open to high school seniors and college freshmen, sophomores, and juniors who will graduate or have graduated from high school in one of the following Middle Tennessee counties: Bedford, Cannon, Cheatham, Clay, Coffee, Cumberland, Davidson, Dekalb, Dickson, Fentress, Franklin, Giles, Hickman, Houston, Humphreys, Jackson, Lawrence, Lewis, Lincoln, Macon, Marshall, Maury, Montgomery, Moore, Overton, Perry, Pickett, Putnam, Robertson, Rutherford, Smith, Stewart, Sumner, Trousdale, Van Buren, Warren, Wayne, White, Williamson and Wilson.(adsbygoogle = window.adsbygoogle || []).push({});Scarlett Family Foundation scholarships are open to middle Tennessee high school seniors, who will graduate or obtain a GED prior to June 1st and to college freshman, sophomores and juniors.Applicants must demonstrate financial need and must be planning to pursue a business degree at a four-year, not-for-profit college. Must have a minimum GPA of 2.5 and must be pursuing a business or STEM approved degree at a 4 year, non-profit college or university, with the intent to enroll full-time in the fall. For more information and to apply, please visit the scholarship provider's website.",Scarlett Family Foundation Scholarship
0,"10101 270th St. NW, Suite 219",PO Box 1209,"Stanwood, WA 98292",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/scaf-adult-scholarships/,"In addition to eligibility requirements listed for each individual scholarship, all applicants must reside within the boundaries of the Stanwood-Camano School District or be a former graduate of either and must demonstrate financial need. Applicants must be 21 years of age. The adult scholarship cycle opens each year on the second Monday in June and closes the second Friday in July. Most adult scholarships can only be applied for during that enrollment period. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",SCAF Adult Scholarships
0,National Grid,40 Sylvan Road,"Waltham, MA 02451",amy.stacy@us.ngrid.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/samuel-huntington-public-service-award/,"The Samuel Huntington Public Service Award provides a $15,000 stipend to a graduating college senior to pursue public service anywhere in the world. The Award allows recipients to engage in a meaningful public service activity for one year before proceeding on to graduate school or a career. Recently, three past award recipients have won an unsolicited, prestigious McArthur ""genius"" grant; been named U.S. Surgeon General; and been recognized as a Forbes ""30 Under 30"" entrepreneur. For information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Samuel Huntington Public Service Award
0,665 Johnson St.,,"Alpena, MI 49707-1495",rooser@alpenacc.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/robert-l-schulke-memorial-scholarship/,"Robert L. Schulke Memorial Scholarships are awarded to students who are cancer survivors or have an immediate family member that is a cancer survivor or has passed away due to cancer. Special consideration will be given to those students enrolled in a health occupation or law enforcement program. Candidates must be a resident of Alpena County, enrolled at ACC for a minimum of six credit hours per semester, and maintain a minimum 2.5 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Robert L. Schulke Memorial Scholarship
0,500 First Street,Suite 2600,"Wausau, WI 54403",info@cfoncw.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/raymond-a-and-amella-p-beilke-scholarship/,"The Raymond A. Beilke Engineering Scholarship is awarded to graduating high school seniors of Marathon High School who have a minimum 3.0 GPA and who plan to pursue a degree in engineering at an accredited college/university. The Amella P. Beilke Scholarship is awarded to graduating high school seniors of Marathon High School with a minimum 3.0 GPA and who plan to pursue an education in elementary education, nurse, pharmacy, or any other healthcare profession at an accredited college/university. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Raymond A. & Amella P. Beilke Scholarship
0,1275 Mamaroneck Ave.,,"White Plains, NY 10605",mlavan@marchofdimes.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/perinatal-graduate-nursing-scholarships/,"To recognize and promote excellence in nursing care of mothers and babies, the March of Dimes offers several $5,000 scholarships annually to registered nurses enrolled in graduate programs for maternal-child nursing.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must be a registered nurse-Applicant must currently be enrolled in a graduate program in maternal-child nursing at the master's or doctoral level-Applicant must have at least one academic term to complete after May of the year in which the scholarship is awarded-Applicant must be a member of at least one of the following professional organizations: the Association of Women's Health, Obstetric and Neonatal Nurses; the American College of Nurse-Midwives; or the National Association of Neonatal Nurses-Applicant cannot be a previous recipient of the March of Dimes graduate nursing scholarship-Employees of the March of Dimes, members of its Board of Trustees, and their family members are not eligibleFor more information or to apply, please visit the scholarship provider's website.",Perinatal Graduate Nursing Scholarships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/nursing-scholarships/paul-and-deanna-virciglio-scholarship/,"Paul Virciglio, along with his wife, Deanna, has established the Paul & Deanna Virciglio Education Fund, which will be used to award scholarships to students pursuing graduate studies in math or science. ""I noted the dramatic structural changes taking place in the business world as we prepared for the new information society. There's a demand for higher-skilled employees, which places an emphasis on education, especially in math and science,"" said Paul Virciglio.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Minimum 3.0 GPA-Graduate of a Saginaw County high school-Pursuing graduate studies in math or science (medical students are eligible)-Attending an accredited Michigan college or university-Full-time enrollmentFor more information or to apply, please visit the scholarship provider's website.",Paul & Deanna Virciglio Scholarship
